Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218063, 16, 0, 0
01-20, 2, 19219960, 15, 1, 0
01-20, 3, 19219941, 31, 4, 0
01-20, 3, 19221838, 31, 4, 0
01-20, 4, 19221817, 41, 15, 0
01-20, 4, 19223714, 41, 15, 0
01-20, 5, 19223697, 41, 32, 0
01-20, 5, 19225595, 40, 32, 0
01-20, 6, 19225576, 41, 50, 0
01-20, 6, 19227473, 41, 50, 0
01-20, 7, 19227457, 39, 68, 0
01-20, 7, 19229356, 39, 66, 0
01-20, 8, 19229339, 42, 78, 2
01-20, 8, 19231235, 42, 79, 2
01-20, 9, 19231215, 45, 95, 3
01-20, 9, 19233113, 45, 94, 3
01-20, 10, 19233094, 41, 112, 8
01-20, 10, 19234991, 41, 112, 8
01-20, 11, 19234981, 34, 125, 12
01-20, 11, 19236878, 34, 125, 12
01-20, 12, 19236863, 37, 132, 17
01-20, 12, 19238762, 37, 130, 17
01-20, 13, 19238747, 38, 138, 23
01-20, 13, 19240643, 37, 140, 23
01-20, 14, 19240622, 45, 145, 31
01-20, 14, 19242521, 45, 143, 31
01-20, 15, 19242507, 40, 157, 36
01-20, 15, 19244405, 40, 156, 36
01-20, 16, 19244387, 43, 169, 38
01-20, 16, 19246284, 43, 169, 38
01-20, 17, 19246262, 48, 176, 48
01-20, 17, 19248159, 48, 176, 48
01-20, 18, 19248147, 38, 193, 53
01-20, 18, 19250046, 38, 191, 53
01-20, 19, 19250029, 40, 200, 59
01-20, 19, 19251925, 41, 200, 59
01-20, 20, 19251903, 50, 210, 62
01-20, 20, 19253799, 50, 210, 63
01-20, 21, 19253786, 44, 220, 72
01-20, 21, 19255685, 44, 220, 70
01-20, 22, 19255659, 53, 227, 80
01-20, 22, 19257556, 54, 227, 79
01-20, 23, 19257534, 48, 248, 86
01-20, 23, 19259433, 48, 248, 84
01-20, 24, 19259411, 52, 259, 91
01-20, 24, 19261305, 52, 263, 90
01-20, 25, 19261271, 66, 276, 97
01-20, 25, 19263171, 65, 275, 96
01-20, 26, 19263142, 69, 287, 109
01-20, 26, 19265040, 68, 287, 109
01-20, 27, 19265011, 72, 301, 120
01-20, 27, 19266910, 70, 302, 119
01-20, 28, 19266877, 74, 324, 126
01-20, 28, 19268770, 74, 326, 128
01-20, 29, 19268740, 84, 338, 136
01-20, 29, 19270644, 83, 335, 133
01-20, 30, 19270607, 81, 363, 144
01-20, 30, 19272502, 80, 365, 145
01-20, 31, 19272465, 80, 393, 154
01-20, 31, 19274361, 81, 391, 156
02-19, 1, 19274326, 81, 409, 173
02-19, 1, 19271170, 83, 410, 173
02-19, 2, 19271130, 96, 419, 191
02-19, 2, 19267976, 96, 420, 191
02-19, 3, 19267930, 110, 440, 203
02-19, 3, 19264772, 112, 444, 202
02-19, 4, 19264719, 126, 468, 217
02-19, 4, 19261558, 129, 473, 217
02-19, 5, 19261504, 134, 507, 232
02-19, 5, 19258347, 137, 508, 232
02-19, 6, 19258290, 142, 543, 249
02-19, 6, 19255129, 144, 546, 252
02-19, 7, 19255074, 144, 577, 276
02-19, 7, 19251913, 148, 579, 278
02-19, 8, 19251856, 145, 621, 296
02-19, 8, 19248696, 148, 625, 296
02-19, 9, 19248636, 154, 658, 317
02-19, 9, 19245473, 159, 661, 319
02-19, 10, 19245411, 155, 709, 337
02-19, 10, 19242252, 156, 714, 337
02-19, 11, 19242187, 162, 754, 356
02-19, 11, 19239023, 169, 754, 360
02-19, 12, 19238928, 196, 796, 386
02-19, 12, 19235770, 197, 798, 388
02-19, 13, 19235682, 203, 855, 413
02-19, 13, 19232528, 204, 854, 414
02-19, 14, 19232441, 214, 898, 447
02-19, 14, 19229290, 214, 898, 445
02-19, 15, 19229198, 224, 955, 470
02-19, 15, 19226044, 224, 954, 472
02-19, 16, 19225956, 226, 1009, 503
02-19, 16, 19222800, 225, 1013, 503
02-19, 17, 19222704, 219, 1075, 543
02-19, 17, 19219548, 219, 1078, 543
02-19, 18, 19219429, 251, 1129, 579
02-19, 18, 19216271, 254, 1131, 579
02-19, 19, 19216170, 258, 1182, 625
02-19, 19, 19213019, 259, 1181, 623
02-19, 20, 19212900, 278, 1241, 663
02-19, 20, 19209747, 280, 1244, 658
02-19, 21, 19209621, 284, 1322, 702
02-19, 21, 19206450, 286, 1335, 705
02-19, 22, 19206310, 300, 1410, 756
02-19, 22, 19203157, 298, 1409, 759
02-19, 23, 19203006, 318, 1492, 807
