Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218078, 1, 0, 0
01-20, 2, 19218060, 18, 1, 0
01-20, 2, 19219957, 18, 1, 0
01-20, 3, 19219933, 35, 8, 0
01-20, 3, 19221830, 35, 8, 0
01-20, 4, 19221804, 52, 17, 0
01-20, 4, 19223700, 53, 17, 0
01-20, 5, 19223682, 50, 38, 0
01-20, 5, 19225579, 50, 38, 0
01-20, 6, 19225562, 47, 56, 2
01-20, 6, 19227456, 50, 56, 2
01-20, 7, 19227433, 60, 69, 2
01-20, 7, 19229330, 60, 69, 2
01-20, 8, 19229312, 50, 93, 6
01-20, 8, 19231209, 50, 93, 6
01-20, 9, 19231188, 48, 111, 11
01-20, 9, 19233085, 48, 111, 11
01-20, 10, 19233070, 56, 115, 14
01-20, 10, 19234967, 56, 115, 14
01-20, 11, 19234949, 50, 133, 20
01-20, 11, 19236845, 51, 133, 20
01-20, 12, 19236829, 50, 145, 25
01-20, 12, 19238725, 49, 147, 25
01-20, 13, 19238717, 37, 164, 28
01-20, 13, 19240613, 36, 166, 28
01-20, 14, 19240595, 40, 169, 39
01-20, 14, 19242489, 42, 170, 39
01-20, 15, 19242478, 39, 181, 42
01-20, 15, 19244375, 39, 181, 42
01-20, 16, 19244349, 45, 189, 54
01-20, 16, 19246243, 46, 191, 54
01-20, 17, 19246215, 55, 195, 69
01-20, 17, 19248109, 56, 197, 69
01-20, 18, 19248095, 45, 215, 76
01-20, 18, 19249989, 47, 216, 76
01-20, 19, 19249957, 57, 229, 85
01-20, 19, 19251854, 57, 229, 85
01-20, 20, 19251836, 52, 244, 93
01-20, 20, 19253730, 53, 245, 94
01-20, 21, 19253710, 57, 256, 99
01-20, 21, 19255604, 58, 258, 99
01-20, 22, 19255586, 55, 267, 111
01-20, 22, 19257483, 56, 267, 110
01-20, 23, 19257466, 55, 275, 120
01-20, 23, 19259357, 58, 277, 121
01-20, 24, 19259331, 63, 291, 128
01-20, 24, 19261226, 64, 291, 129
01-20, 25, 19261198, 66, 306, 140
01-20, 25, 19263091, 70, 306, 140
01-20, 26, 19263061, 73, 322, 151
01-20, 26, 19264951, 75, 325, 153
01-20, 27, 19264917, 80, 344, 163
01-20, 27, 19266812, 81, 346, 162
01-20, 28, 19266775, 90, 362, 174
01-20, 28, 19268668, 92, 366, 172
01-20, 29, 19268627, 92, 396, 183
01-20, 29, 19270521, 96, 396, 182
01-20, 30, 19270477, 105, 419, 194
01-20, 30, 19272374, 106, 419, 193
01-20, 31, 19272322, 122, 437, 211
01-20, 31, 19274221, 121, 439, 208
02-19, 1, 19274180, 114, 476, 219
02-19, 1, 19271025, 112, 480, 219
02-19, 2, 19270979, 118, 500, 239
02-19, 2, 19267825, 117, 502, 239
02-19, 3, 19267770, 121, 531, 261
02-19, 3, 19264613, 121, 535, 261
02-19, 4, 19264560, 132, 556, 282
02-19, 4, 19261411, 129, 555, 282
02-19, 5, 19261356, 134, 590, 297
02-19, 5, 19258212, 130, 585, 297
02-19, 6, 19258143, 141, 609, 331
02-19, 6, 19254988, 139, 613, 331
02-19, 7, 19254935, 133, 647, 356
02-19, 7, 19251779, 130, 652, 357
02-19, 8, 19251716, 142, 679, 381
02-19, 8, 19248564, 141, 678, 382
02-19, 9, 19248491, 160, 711, 403
02-19, 9, 19245339, 161, 707, 405
02-19, 10, 19245257, 188, 736, 431
02-19, 10, 19242093, 193, 741, 432
02-19, 11, 19242004, 208, 789, 458
02-19, 11, 19238843, 211, 793, 459
02-19, 12, 19238759, 219, 843, 485
02-19, 12, 19235604, 218, 847, 484
02-19, 13, 19235533, 214, 879, 527
02-19, 13, 19232378, 214, 882, 526
02-19, 14, 19232310, 199, 934, 557
02-19, 14, 19229153, 201, 936, 557
02-19, 15, 19229061, 217, 980, 589
02-19, 15, 19225909, 220, 977, 588
02-19, 16, 19225814, 221, 1041, 618
02-19, 16, 19222663, 219, 1042, 617
02-19, 17, 19222548, 244, 1102, 647
02-19, 17, 19219398, 241, 1103, 646
02-19, 18, 19219285, 256, 1167, 680
02-19, 18, 19216124, 257, 1170, 684
02-19, 19, 19216029, 260, 1226, 720
02-19, 19, 19212882, 256, 1224, 720
02-19, 20, 19212762, 288, 1260, 772
02-19, 20, 19209589, 297, 1271, 772
02-19, 21, 19209456, 305, 1354, 814
02-19, 21, 19206302, 307, 1355, 812
02-19, 22, 19206168, 326, 1413, 869
02-19, 22, 19203007, 334, 1415, 867
02-19, 23, 19202869, 319, 1531, 904
