Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218078, 1, 0, 0
01-20, 2, 19218059, 20, 0, 0
01-20, 2, 19219956, 20, 0, 0
01-20, 3, 19219938, 32, 6, 0
01-20, 3, 19221835, 32, 6, 0
01-20, 4, 19221819, 35, 19, 0
01-20, 4, 19223714, 37, 19, 0
01-20, 5, 19223701, 36, 33, 0
01-20, 5, 19225598, 36, 33, 0
01-20, 6, 19225578, 46, 43, 0
01-20, 6, 19227475, 46, 43, 0
01-20, 7, 19227451, 52, 60, 1
01-20, 7, 19229348, 52, 60, 1
01-20, 8, 19229329, 52, 78, 2
01-20, 8, 19231226, 52, 78, 2
01-20, 9, 19231208, 48, 96, 6
01-20, 9, 19233104, 49, 96, 6
01-20, 10, 19233087, 44, 114, 10
01-20, 10, 19234984, 44, 114, 10
01-20, 11, 19234970, 41, 128, 13
01-20, 11, 19236867, 41, 128, 13
01-20, 12, 19236853, 38, 138, 20
01-20, 12, 19238750, 38, 138, 20
01-20, 13, 19238722, 51, 149, 24
01-20, 13, 19240619, 51, 149, 24
01-20, 14, 19240603, 45, 165, 30
01-20, 14, 19242500, 45, 165, 30
01-20, 15, 19242484, 43, 176, 37
01-20, 15, 19244381, 43, 176, 37
01-20, 16, 19244357, 52, 186, 42
01-20, 16, 19246253, 52, 187, 42
01-20, 17, 19246232, 51, 206, 45
01-20, 17, 19248128, 51, 207, 45
01-20, 18, 19248110, 48, 219, 54
01-20, 18, 19250010, 48, 216, 54
01-20, 19, 19249985, 50, 229, 64
01-20, 19, 19251881, 50, 230, 64
01-20, 20, 19251855, 50, 249, 71
01-20, 20, 19253750, 51, 250, 71
01-20, 21, 19253734, 46, 265, 77
01-20, 21, 19255631, 46, 265, 77
01-20, 22, 19255606, 53, 275, 85
01-20, 22, 19257505, 53, 273, 85
01-20, 23, 19257476, 62, 281, 97
01-20, 23, 19259373, 62, 280, 98
01-20, 24, 19259346, 63, 297, 107
01-20, 24, 19261244, 63, 296, 107
01-20, 25, 19261219, 70, 303, 118
01-20, 25, 19263116, 70, 302, 119
01-20, 26, 19263086, 74, 318, 129
01-20, 26, 19264988, 74, 314, 128
01-20, 27, 19264964, 63, 343, 134
01-20, 27, 19266855, 67, 346, 133
01-20, 28, 19266819, 82, 356, 144
01-20, 28, 19268711, 83, 360, 144
01-20, 29, 19268679, 79, 378, 162
01-20, 29, 19270570, 80, 381, 164
01-20, 30, 19270533, 84, 407, 171
01-20, 30, 19272432, 84, 404, 172
01-20, 31, 19272397, 84, 423, 188
01-20, 31, 19274296, 85, 421, 187
02-19, 1, 19274244, 101, 437, 207
02-19, 1, 19271091, 103, 435, 207
02-19, 2, 19271058, 97, 459, 222
02-19, 2, 19267906, 97, 455, 225
02-19, 3, 19267866, 98, 477, 242
02-19, 3, 19264714, 98, 476, 242
02-19, 4, 19264654, 115, 503, 258
02-19, 4, 19261496, 116, 503, 262
02-19, 5, 19261451, 116, 534, 276
02-19, 5, 19258291, 118, 539, 276
02-19, 6, 19258241, 123, 562, 298
02-19, 6, 19255085, 123, 565, 298
02-19, 7, 19255029, 136, 588, 318
02-19, 7, 19251876, 136, 588, 318
02-19, 8, 19251826, 126, 622, 344
02-19, 8, 19248671, 127, 625, 342
02-19, 9, 19248611, 136, 656, 362
02-19, 9, 19245461, 136, 653, 362
02-19, 10, 19245392, 147, 696, 377
02-19, 10, 19242240, 149, 694, 376
02-19, 11, 19242177, 155, 728, 399
02-19, 11, 19239020, 156, 729, 401
02-19, 12, 19238938, 161, 784, 423
02-19, 12, 19235785, 163, 781, 424
02-19, 13, 19235713, 173, 797, 470
02-19, 13, 19232565, 173, 796, 466
02-19, 14, 19232481, 185, 846, 488
02-19, 14, 19229334, 185, 842, 486
02-19, 15, 19229241, 206, 891, 509
02-19, 15, 19226098, 205, 885, 506
02-19, 16, 19226017, 203, 935, 539
02-19, 16, 19222867, 202, 935, 537
02-19, 17, 19222757, 232, 985, 567
02-19, 17, 19219612, 232, 985, 559
02-19, 18, 19219509, 238, 1045, 596
02-19, 18, 19216346, 239, 1049, 601
02-19, 19, 19216238, 259, 1105, 633
02-19, 19, 19213090, 258, 1102, 632
02-19, 20, 19212997, 250, 1168, 667
02-19, 20, 19209833, 253, 1170, 673
02-19, 21, 19209717, 280, 1223, 709
02-19, 21, 19206555, 285, 1221, 715
02-19, 22, 19206448, 286, 1282, 760
02-19, 22, 19203294, 288, 1280, 761
02-19, 23, 19203180, 283, 1354, 806
