Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218056, 23, 0, 0
01-20, 2, 19219953, 23, 0, 0
01-20, 3, 19219930, 33, 13, 0
01-20, 3, 19221827, 33, 13, 0
01-20, 4, 19221808, 38, 26, 1
01-20, 4, 19223705, 38, 26, 1
01-20, 5, 19223696, 33, 39, 2
01-20, 5, 19225594, 33, 38, 2
01-20, 6, 19225576, 38, 51, 2
01-20, 6, 19227473, 39, 50, 2
01-20, 7, 19227456, 35, 68, 5
01-20, 7, 19229352, 36, 68, 5
01-20, 8, 19229335, 35, 84, 7
01-20, 8, 19231232, 35, 84, 7
01-20, 9, 19231218, 34, 97, 9
01-20, 9, 19233115, 34, 97, 9
01-20, 10, 19233097, 37, 109, 12
01-20, 10, 19234994, 37, 109, 12
01-20, 11, 19234974, 40, 120, 18
01-20, 11, 19236869, 41, 120, 19
01-20, 12, 19236856, 38, 130, 25
01-20, 12, 19238752, 39, 130, 25
01-20, 13, 19238738, 36, 143, 29
01-20, 13, 19240631, 40, 143, 29
01-20, 14, 19240611, 48, 150, 34
01-20, 14, 19242508, 48, 150, 34
01-20, 15, 19242492, 46, 163, 39
01-20, 15, 19244388, 47, 163, 39
01-20, 16, 19244365, 49, 177, 46
01-20, 16, 19246261, 50, 177, 46
01-20, 17, 19246243, 48, 193, 50
01-20, 17, 19248137, 49, 195, 50
01-20, 18, 19248117, 54, 207, 53
01-20, 18, 19250013, 54, 208, 53
01-20, 19, 19249983, 65, 224, 56
01-20, 19, 19251880, 65, 224, 56
01-20, 20, 19251852, 67, 244, 62
01-20, 20, 19253748, 69, 243, 62
01-20, 21, 19253723, 67, 261, 71
01-20, 21, 19255620, 66, 262, 71
01-20, 22, 19255582, 74, 284, 79
01-20, 22, 19257481, 74, 282, 79
01-20, 23, 19257453, 76, 301, 86
01-20, 23, 19259345, 79, 303, 86
01-20, 24, 19259315, 80, 316, 102
01-20, 24, 19261212, 79, 317, 102
01-20, 25, 19261186, 75, 334, 115
01-20, 25, 19263083, 75, 334, 115
01-20, 26, 19263049, 86, 343, 129
01-20, 26, 19264948, 85, 342, 129
01-20, 27, 19264916, 78, 368, 142
01-20, 27, 19266812, 78, 369, 142
01-20, 28, 19266777, 96, 377, 151
01-20, 28, 19268674, 97, 376, 151
01-20, 29, 19268630, 99, 406, 163
01-20, 29, 19270522, 103, 407, 163
01-20, 30, 19270474, 114, 422, 185
01-20, 30, 19272369, 115, 423, 185
01-20, 31, 19272335, 103, 459, 195
01-20, 31, 19274232, 103, 459, 195
02-19, 1, 19274186, 110, 484, 209
02-19, 1, 19271027, 114, 485, 210
02-19, 2, 19270981, 116, 507, 232
02-19, 2, 19267822, 118, 510, 233
02-19, 3, 19267769, 125, 538, 251
02-19, 3, 19264619, 123, 538, 250
02-19, 4, 19264548, 139, 580, 263
02-19, 4, 19261391, 138, 585, 263
02-19, 5, 19261329, 141, 618, 289
02-19, 5, 19258174, 142, 619, 289
02-19, 6, 19258104, 153, 660, 307
02-19, 6, 19254946, 156, 662, 307
02-19, 7, 19254887, 156, 692, 336
02-19, 7, 19251727, 157, 698, 336
02-19, 8, 19251654, 156, 760, 348
02-19, 8, 19248496, 160, 761, 348
02-19, 9, 19248426, 167, 794, 378
02-19, 9, 19245271, 171, 793, 377
02-19, 10, 19245205, 155, 847, 405
02-19, 10, 19242045, 158, 852, 404
02-19, 11, 19241961, 173, 899, 426
02-19, 11, 19238802, 175, 902, 427
02-19, 12, 19238717, 195, 928, 466
02-19, 12, 19235565, 194, 930, 464
02-19, 13, 19235472, 197, 986, 498
02-19, 13, 19232314, 199, 989, 498
02-19, 14, 19232217, 224, 1032, 527
02-19, 14, 19229053, 230, 1035, 529
02-19, 15, 19228936, 244, 1104, 563
02-19, 15, 19225775, 245, 1112, 562
02-19, 16, 19225682, 242, 1172, 598
02-19, 16, 19222521, 246, 1177, 597
02-19, 17, 19222410, 260, 1241, 630
02-19, 17, 19219254, 262, 1245, 627
02-19, 18, 19219134, 282, 1307, 665
02-19, 18, 19215975, 285, 1311, 664
02-19, 19, 19215850, 305, 1375, 705
02-19, 19, 19212701, 308, 1371, 702
02-19, 20, 19212568, 320, 1448, 746
02-19, 20, 19209409, 327, 1445, 748
02-19, 21, 19209283, 339, 1512, 795
02-19, 21, 19206131, 344, 1508, 793
02-19, 22, 19205980, 358, 1597, 841
02-19, 22, 19202823, 360, 1602, 838
02-19, 23, 19202682, 354, 1685, 902
