Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218061, 18, 0, 0
01-20, 2, 19219958, 18, 0, 0
01-20, 3, 19219934, 39, 3, 0
01-20, 3, 19221831, 39, 3, 0
01-20, 4, 19221818, 35, 20, 0
01-20, 4, 19223715, 35, 20, 0
01-20, 5, 19223694, 42, 33, 1
01-20, 5, 19225591, 42, 33, 1
01-20, 6, 19225576, 35, 54, 2
01-20, 6, 19227472, 36, 54, 2
01-20, 7, 19227447, 48, 64, 5
01-20, 7, 19229345, 48, 63, 5
01-20, 8, 19229318, 51, 84, 8
01-20, 8, 19231215, 51, 84, 8
01-20, 9, 19231191, 57, 98, 12
01-20, 9, 19233087, 58, 98, 12
01-20, 10, 19233072, 53, 112, 18
01-20, 10, 19234969, 53, 112, 18
01-20, 11, 19234952, 53, 128, 19
01-20, 11, 19236849, 53, 128, 19
01-20, 12, 19236834, 53, 141, 21
01-20, 12, 19238731, 53, 141, 21
01-20, 13, 19238715, 47, 161, 23
01-20, 13, 19240612, 47, 161, 23
01-20, 14, 19240597, 38, 180, 28
01-20, 14, 19242493, 39, 180, 28
01-20, 15, 19242478, 39, 190, 33
01-20, 15, 19244372, 39, 192, 34
01-20, 16, 19244350, 46, 199, 42
01-20, 16, 19246243, 47, 201, 43
01-20, 17, 19246219, 58, 209, 48
01-20, 17, 19248113, 59, 209, 50
01-20, 18, 19248097, 51, 227, 56
01-20, 18, 19249993, 54, 226, 55
01-20, 19, 19249962, 69, 233, 64
01-20, 19, 19251858, 69, 233, 65
01-20, 20, 19251833, 70, 250, 72
01-20, 20, 19253729, 70, 252, 71
01-20, 21, 19253697, 79, 267, 79
01-20, 21, 19255595, 79, 266, 79
01-20, 22, 19255565, 76, 292, 86
01-20, 22, 19257462, 76, 292, 86
01-20, 23, 19257429, 76, 315, 96
01-20, 23, 19259326, 76, 314, 97
01-20, 24, 19259293, 81, 331, 108
01-20, 24, 19261191, 81, 330, 108
01-20, 25, 19261168, 68, 357, 117
01-20, 25, 19263062, 69, 357, 119
01-20, 26, 19263032, 70, 367, 138
01-20, 26, 19264929, 70, 369, 136
01-20, 27, 19264891, 81, 382, 150
01-20, 27, 19266782, 83, 382, 154
01-20, 28, 19266745, 82, 410, 164
01-20, 28, 19268642, 82, 409, 165
01-20, 29, 19268604, 93, 425, 176
01-20, 29, 19270502, 93, 425, 175
01-20, 30, 19270464, 89, 451, 191
01-20, 30, 19272364, 90, 449, 189
01-20, 31, 19272319, 91, 477, 205
01-20, 31, 19274218, 91, 475, 205
02-19, 1, 19274169, 113, 480, 227
02-19, 1, 19271018, 114, 483, 221
02-19, 2, 19270969, 119, 513, 235
02-19, 2, 19267815, 120, 516, 232
02-19, 3, 19267754, 142, 547, 240
02-19, 3, 19264602, 142, 547, 239
02-19, 4, 19264552, 140, 577, 261
02-19, 4, 19261402, 140, 577, 258
02-19, 5, 19261340, 146, 615, 276
02-19, 5, 19258181, 150, 620, 273
02-19, 6, 19258109, 160, 661, 294
02-19, 6, 19254952, 161, 662, 296
02-19, 7, 19254887, 161, 705, 318
02-19, 7, 19251731, 162, 704, 321
02-19, 8, 19251664, 159, 743, 352
02-19, 8, 19248513, 160, 743, 349
02-19, 9, 19248437, 175, 781, 372
02-19, 9, 19245283, 176, 784, 369
02-19, 10, 19245194, 175, 844, 399
02-19, 10, 19242042, 176, 849, 392
02-19, 11, 19241949, 191, 905, 414
02-19, 11, 19238807, 190, 903, 406
02-19, 12, 19238712, 205, 946, 443
02-19, 12, 19235564, 206, 943, 440
02-19, 13, 19235474, 211, 1001, 467
02-19, 13, 19232312, 214, 1001, 473
02-19, 14, 19232215, 236, 1043, 506
02-19, 14, 19229068, 237, 1034, 508
02-19, 15, 19228969, 257, 1080, 541
02-19, 15, 19225821, 258, 1074, 541
02-19, 16, 19225727, 250, 1135, 582
02-19, 16, 19222578, 251, 1129, 583
02-19, 17, 19222458, 272, 1199, 612
02-19, 17, 19219302, 275, 1199, 612
02-19, 18, 19219169, 300, 1258, 661
02-19, 18, 19216009, 302, 1257, 667
02-19, 19, 19215873, 315, 1329, 718
02-19, 19, 19212712, 320, 1334, 716
02-19, 20, 19212578, 323, 1411, 770
02-19, 20, 19209429, 326, 1406, 768
02-19, 21, 19209270, 354, 1491, 814
02-19, 21, 19206119, 357, 1487, 813
02-19, 22, 19205980, 367, 1562, 867
02-19, 22, 19202821, 369, 1563, 870
