Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218063, 16, 0, 0
01-20, 2, 19219959, 16, 1, 0
01-20, 3, 19219939, 27, 10, 0
01-20, 3, 19221836, 26, 11, 0
01-20, 4, 19221812, 39, 22, 0
01-20, 4, 19223709, 39, 22, 0
01-20, 5, 19223698, 33, 39, 0
01-20, 5, 19225593, 35, 39, 0
01-20, 6, 19225574, 33, 57, 3
01-20, 6, 19227464, 35, 62, 3
01-20, 7, 19227444, 37, 74, 9
01-20, 7, 19229341, 36, 75, 9
01-20, 8, 19229324, 41, 84, 12
01-20, 8, 19231220, 42, 85, 11
01-20, 9, 19231199, 50, 96, 13
01-20, 9, 19233097, 49, 96, 13
01-20, 10, 19233087, 41, 109, 18
01-20, 10, 19234987, 39, 107, 19
01-20, 11, 19234965, 42, 120, 25
01-20, 11, 19236857, 44, 123, 25
01-20, 12, 19236836, 50, 133, 30
01-20, 12, 19238733, 50, 132, 31
01-20, 13, 19238713, 52, 146, 35
01-20, 13, 19240611, 52, 143, 37
01-20, 14, 19240592, 47, 164, 40
01-20, 14, 19242488, 48, 165, 39
01-20, 15, 19242471, 42, 181, 46
01-20, 15, 19244367, 42, 181, 47
01-20, 16, 19244351, 39, 196, 51
01-20, 16, 19246247, 40, 195, 52
01-20, 17, 19246226, 45, 201, 62
01-20, 17, 19248126, 43, 200, 62
01-20, 18, 19248104, 49, 211, 67
01-20, 18, 19249998, 48, 214, 68
01-20, 19, 19249973, 55, 221, 79
01-20, 19, 19251869, 56, 222, 78
01-20, 20, 19251852, 52, 236, 85
01-20, 20, 19253745, 54, 239, 84
01-20, 21, 19253727, 54, 245, 96
01-20, 21, 19255626, 51, 244, 98
01-20, 22, 19255600, 59, 253, 107
01-20, 22, 19257490, 60, 258, 108
01-20, 23, 19257469, 52, 278, 117
01-20, 23, 19259366, 52, 278, 117
01-20, 24, 19259336, 61, 289, 127
01-20, 24, 19261233, 61, 289, 127
01-20, 25, 19261215, 53, 304, 138
01-20, 25, 19263110, 53, 306, 138
01-20, 26, 19263081, 66, 310, 150
01-20, 26, 19264977, 65, 313, 149
01-20, 27, 19264944, 75, 327, 158
01-20, 27, 19266838, 75, 330, 158
01-20, 28, 19266792, 89, 351, 169
01-20, 28, 19268687, 92, 354, 165
01-20, 29, 19268644, 98, 378, 178
01-20, 29, 19270541, 99, 379, 176
01-20, 30, 19270509, 88, 411, 187
01-20, 30, 19272407, 89, 409, 187
01-20, 31, 19272364, 101, 422, 205
01-20, 31, 19274254, 102, 427, 206
02-19, 1, 19274196, 114, 452, 227
02-19, 1, 19271041, 116, 454, 225
02-19, 2, 19270998, 120, 478, 240
02-19, 2, 19267842, 121, 480, 240
02-19, 3, 19267796, 119, 508, 260
02-19, 3, 19264645, 119, 507, 259
02-19, 4, 19264597, 117, 541, 275
02-19, 4, 19261441, 118, 542, 276
02-19, 5, 19261384, 129, 570, 294
02-19, 5, 19258226, 133, 571, 294
02-19, 6, 19258165, 143, 599, 317
02-19, 6, 19255003, 148, 608, 312
02-19, 7, 19254946, 132, 661, 332
02-19, 7, 19251783, 134, 666, 335
02-19, 8, 19251709, 154, 699, 356
02-19, 8, 19248556, 155, 701, 353
02-19, 9, 19248480, 184, 729, 372
02-19, 9, 19245322, 187, 734, 369
02-19, 10, 19245245, 187, 779, 401
02-19, 10, 19242092, 189, 786, 392
02-19, 11, 19242029, 175, 835, 420
02-19, 11, 19238876, 176, 835, 419
02-19, 12, 19238775, 210, 870, 451
02-19, 12, 19235617, 212, 874, 450
02-19, 13, 19235522, 230, 916, 485
02-19, 13, 19232364, 233, 919, 484
02-19, 14, 19232292, 212, 979, 517
02-19, 14, 19229142, 216, 973, 516
02-19, 15, 19229056, 213, 1031, 547
02-19, 15, 19225901, 214, 1032, 547
02-19, 16, 19225788, 230, 1084, 592
02-19, 16, 19222625, 235, 1088, 593
02-19, 17, 19222507, 256, 1149, 629
02-19, 17, 19219349, 256, 1155, 628
02-19, 18, 19219223, 273, 1223, 669
02-19, 18, 19216050, 279, 1233, 673
02-19, 19, 19215910, 305, 1316, 704
02-19, 19, 19212740, 308, 1327, 707
02-19, 20, 19212597, 317, 1416, 752
02-19, 20, 19209438, 318, 1418, 755
02-19, 21, 19209295, 327, 1506, 801
02-19, 21, 19206132, 330, 1511, 803
02-19, 22, 19205985, 340, 1596, 855
02-19, 22, 19202846, 342, 1588, 847
02-19, 23, 19202657, 387, 1684, 895
