Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218056, 23, 0, 0
01-20, 2, 19219953, 23, 0, 0
01-20, 3, 19219938, 30, 8, 0
01-20, 3, 19221835, 30, 8, 0
01-20, 4, 19221820, 33, 20, 0
01-20, 4, 19223717, 33, 20, 0
01-20, 5, 19223695, 42, 32, 1
01-20, 5, 19225592, 42, 32, 1
01-20, 6, 19225575, 45, 43, 4
01-20, 6, 19227473, 45, 42, 4
01-20, 7, 19227448, 59, 53, 4
01-20, 7, 19229346, 58, 53, 4
01-20, 8, 19229328, 51, 76, 6
01-20, 8, 19231220, 52, 80, 6
01-20, 9, 19231193, 61, 97, 7
01-20, 9, 19233088, 62, 98, 7
01-20, 10, 19233077, 46, 119, 13
01-20, 10, 19234978, 46, 115, 13
01-20, 11, 19234953, 54, 129, 16
01-20, 11, 19236851, 54, 128, 16
01-20, 12, 19236835, 50, 142, 22
01-20, 12, 19238727, 52, 145, 22
01-20, 13, 19238711, 50, 157, 28
01-20, 13, 19240605, 51, 159, 28
01-20, 14, 19240586, 51, 172, 34
01-20, 14, 19242488, 51, 167, 34
01-20, 15, 19242471, 40, 186, 43
01-20, 15, 19244367, 40, 187, 43
01-20, 16, 19244349, 45, 193, 50
01-20, 16, 19246248, 45, 191, 50
01-20, 17, 19246226, 53, 200, 55
01-20, 17, 19248121, 54, 201, 55
01-20, 18, 19248107, 45, 216, 63
01-20, 18, 19250001, 45, 218, 64
01-20, 19, 19249977, 50, 230, 71
01-20, 19, 19251874, 52, 228, 71
01-20, 20, 19251849, 53, 244, 79
01-20, 20, 19253742, 54, 246, 80
01-20, 21, 19253709, 63, 253, 97
01-20, 21, 19255600, 66, 256, 97
01-20, 22, 19255587, 57, 268, 107
01-20, 22, 19257481, 59, 268, 108
01-20, 23, 19257442, 73, 281, 120
01-20, 23, 19259336, 73, 284, 120
01-20, 24, 19259318, 58, 306, 131
01-20, 24, 19261211, 60, 308, 131
01-20, 25, 19261183, 65, 317, 145
01-20, 25, 19263078, 66, 318, 145
01-20, 26, 19263055, 65, 329, 158
01-20, 26, 19264949, 66, 330, 159
01-20, 27, 19264912, 76, 335, 181
01-20, 27, 19266807, 78, 335, 181
01-20, 28, 19266768, 84, 353, 196
01-20, 28, 19268663, 84, 355, 196
01-20, 29, 19268627, 88, 377, 206
01-20, 29, 19270517, 90, 382, 206
01-20, 30, 19270482, 93, 405, 215
01-20, 30, 19272376, 94, 407, 215
01-20, 31, 19272325, 102, 439, 226
01-20, 31, 19274219, 103, 441, 226
02-19, 1, 19274177, 102, 472, 238
02-19, 1, 19271030, 102, 467, 237
02-19, 2, 19271000, 95, 487, 254
02-19, 2, 19267850, 96, 483, 254
02-19, 3, 19267791, 109, 507, 276
02-19, 3, 19264638, 111, 505, 276
02-19, 4, 19264594, 111, 532, 293
02-19, 4, 19261447, 111, 528, 291
02-19, 5, 19261390, 120, 562, 305
02-19, 5, 19258239, 120, 560, 305
02-19, 6, 19258179, 138, 588, 319
02-19, 6, 19255027, 139, 586, 319
02-19, 7, 19254977, 140, 614, 340
02-19, 7, 19251825, 141, 612, 340
02-19, 8, 19251766, 154, 625, 373
02-19, 8, 19248614, 156, 622, 373
02-19, 9, 19248547, 159, 669, 390
02-19, 9, 19245397, 160, 665, 390
02-19, 10, 19245340, 153, 709, 410
02-19, 10, 19242192, 154, 704, 409
02-19, 11, 19242119, 164, 746, 430
02-19, 11, 19238964, 166, 745, 431
02-19, 12, 19238879, 186, 784, 457
02-19, 12, 19235725, 186, 786, 456
02-19, 13, 19235634, 199, 838, 482
02-19, 13, 19232482, 198, 838, 482
02-19, 14, 19232396, 200, 892, 512
02-19, 14, 19229247, 201, 888, 511
02-19, 15, 19229175, 200, 928, 544
02-19, 15, 19226020, 201, 927, 546
02-19, 16, 19225895, 242, 968, 589
02-19, 16, 19222740, 243, 965, 593
02-19, 17, 19222631, 243, 1033, 634
02-19, 17, 19219471, 243, 1039, 635
02-19, 18, 19219345, 286, 1090, 667
02-19, 18, 19216191, 287, 1089, 668
02-19, 19, 19216072, 273, 1190, 700
02-19, 19, 19212914, 276, 1191, 701
02-19, 20, 19212789, 284, 1281, 728
02-19, 20, 19209630, 285, 1285, 729
02-19, 21, 19209498, 323, 1340, 768
02-19, 21, 19206332, 328, 1344, 772
02-19, 22, 19206198, 331, 1429, 818
02-19, 22, 19203051, 329, 1426, 817
02-19, 23, 19202908, 335, 1503, 877
