Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218061, 18, 0, 0
01-20, 2, 19219957, 19, 0, 0
01-20, 3, 19219942, 23, 11, 0
01-20, 3, 19221839, 23, 11, 0
01-20, 4, 19221819, 33, 20, 1
01-20, 4, 19223714, 34, 21, 1
01-20, 5, 19223689, 50, 30, 1
01-20, 5, 19225583, 52, 31, 1
01-20, 6, 19225572, 40, 47, 8
01-20, 6, 19227467, 40, 49, 8
01-20, 7, 19227451, 40, 65, 8
01-20, 7, 19229347, 40, 66, 8
01-20, 8, 19229335, 37, 80, 9
01-20, 8, 19231231, 36, 81, 10
01-20, 9, 19231212, 41, 92, 13
01-20, 9, 19233108, 39, 95, 13
01-20, 10, 19233089, 41, 105, 20
01-20, 10, 19234986, 40, 106, 20
01-20, 11, 19234964, 43, 123, 22
01-20, 11, 19236860, 42, 125, 22
01-20, 12, 19236843, 41, 138, 27
01-20, 12, 19238739, 40, 140, 27
01-20, 13, 19238715, 42, 159, 30
01-20, 13, 19240615, 40, 158, 30
01-20, 14, 19240594, 48, 162, 39
01-20, 14, 19242492, 48, 162, 38
01-20, 15, 19242472, 48, 180, 40
01-20, 15, 19244373, 46, 179, 39
01-20, 16, 19244357, 42, 194, 44
01-20, 16, 19246256, 41, 194, 43
01-20, 17, 19246232, 49, 203, 50
01-20, 17, 19248130, 47, 204, 50
01-20, 18, 19248112, 46, 212, 61
01-20, 18, 19250009, 45, 213, 61
01-20, 19, 19249986, 46, 229, 67
01-20, 19, 19251883, 45, 229, 68
01-20, 20, 19251870, 40, 239, 76
01-20, 20, 19253767, 38, 240, 77
01-20, 21, 19253748, 43, 244, 87
01-20, 21, 19255642, 42, 244, 91
01-20, 22, 19255615, 51, 257, 96
01-20, 22, 19257515, 50, 254, 97
01-20, 23, 19257490, 54, 266, 106
01-20, 23, 19259388, 53, 265, 107
01-20, 24, 19259359, 62, 279, 113
01-20, 24, 19261258, 60, 278, 114
01-20, 25, 19261234, 59, 291, 126
01-20, 25, 19263130, 57, 292, 128
01-20, 26, 19263100, 63, 302, 142
01-20, 26, 19264994, 62, 305, 143
01-20, 27, 19264965, 67, 317, 155
01-20, 27, 19266857, 68, 319, 157
01-20, 28, 19266822, 74, 331, 174
01-20, 28, 19268721, 72, 331, 174
01-20, 29, 19268690, 76, 346, 186
01-20, 29, 19270587, 76, 347, 185
01-20, 30, 19270537, 107, 353, 198
01-20, 30, 19272433, 106, 353, 200
01-20, 31, 19272405, 89, 382, 216
01-20, 31, 19274302, 87, 381, 219
02-19, 1, 19274257, 97, 401, 234
02-19, 1, 19271102, 97, 401, 236
02-19, 2, 19271072, 96, 420, 248
02-19, 2, 19267918, 96, 420, 249
02-19, 3, 19267881, 94, 444, 264
02-19, 3, 19264726, 97, 442, 265
02-19, 4, 19264680, 109, 459, 282
02-19, 4, 19261524, 110, 458, 285
02-19, 5, 19261478, 112, 485, 302
02-19, 5, 19258323, 114, 483, 304
02-19, 6, 19258276, 121, 505, 322
02-19, 6, 19255118, 122, 509, 322
02-19, 7, 19255066, 124, 537, 344
02-19, 7, 19251913, 123, 540, 342
02-19, 8, 19251842, 151, 566, 359
02-19, 8, 19248687, 153, 569, 356
02-19, 9, 19248630, 149, 615, 371
02-19, 9, 19245470, 148, 622, 372
02-19, 10, 19245415, 141, 667, 389
02-19, 10, 19242256, 146, 672, 385
02-19, 11, 19242177, 167, 713, 402
02-19, 11, 19239007, 168, 724, 407
02-19, 12, 19238940, 173, 762, 431
02-19, 12, 19235774, 177, 771, 431
02-19, 13, 19235691, 182, 823, 457
02-19, 13, 19232535, 183, 828, 454
02-19, 14, 19232454, 192, 882, 472
02-19, 14, 19229291, 194, 889, 473
02-19, 15, 19229200, 210, 937, 500
02-19, 15, 19226039, 211, 945, 499
02-19, 16, 19225949, 210, 1002, 533
02-19, 16, 19222790, 212, 1006, 533
02-19, 17, 19222681, 245, 1042, 573
02-19, 17, 19219519, 250, 1046, 573
02-19, 18, 19219416, 249, 1121, 602
02-19, 18, 19216263, 249, 1126, 597
02-19, 19, 19216133, 268, 1199, 635
02-19, 19, 19212980, 271, 1195, 636
02-19, 20, 19212843, 281, 1280, 678
02-19, 20, 19209679, 284, 1285, 681
02-19, 21, 19209531, 319, 1362, 717
02-19, 21, 19206370, 322, 1373, 711
02-19, 22, 19206227, 310, 1476, 763
02-19, 22, 19203063, 315, 1478, 767
02-19, 23, 19202914, 355, 1527, 827
