Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218056, 23, 0, 0
01-20, 2, 19219953, 23, 0, 0
01-20, 3, 19219929, 36, 11, 0
01-20, 3, 19221826, 36, 11, 0
01-20, 4, 19221811, 36, 26, 0
01-20, 4, 19223709, 35, 26, 0
01-20, 5, 19223681, 46, 40, 3
01-20, 5, 19225578, 46, 40, 3
01-20, 6, 19225556, 55, 51, 5
01-20, 6, 19227452, 56, 51, 5
01-20, 7, 19227430, 51, 77, 6
01-20, 7, 19229325, 52, 78, 6
01-20, 8, 19229309, 43, 102, 7
01-20, 8, 19231204, 43, 103, 8
01-20, 9, 19231187, 41, 118, 12
01-20, 9, 19233083, 42, 118, 12
01-20, 10, 19233066, 39, 129, 21
01-20, 10, 19234962, 40, 129, 21
01-20, 11, 19234940, 48, 142, 22
01-20, 11, 19236836, 48, 142, 23
01-20, 12, 19236820, 42, 159, 28
01-20, 12, 19238716, 42, 160, 28
01-20, 13, 19238689, 54, 168, 35
01-20, 13, 19240582, 55, 169, 37
01-20, 14, 19240560, 56, 186, 41
01-20, 14, 19242457, 56, 186, 41
01-20, 15, 19242431, 62, 200, 47
01-20, 15, 19244329, 62, 200, 46
01-20, 16, 19244312, 58, 214, 53
01-20, 16, 19246210, 58, 215, 51
01-20, 17, 19246193, 51, 231, 59
01-20, 17, 19248091, 51, 233, 56
01-20, 18, 19248062, 60, 248, 61
01-20, 18, 19249960, 60, 248, 60
01-20, 19, 19249937, 60, 266, 65
01-20, 19, 19251836, 60, 266, 63
01-20, 20, 19251809, 59, 278, 79
01-20, 20, 19253708, 59, 277, 78
01-20, 21, 19253677, 73, 281, 91
01-20, 21, 19255577, 73, 280, 89
01-20, 22, 19255551, 69, 298, 101
01-20, 22, 19257447, 69, 299, 101
01-20, 23, 19257414, 79, 312, 111
01-20, 23, 19259316, 76, 312, 109
01-20, 24, 19259288, 74, 333, 118
01-20, 24, 19261186, 75, 333, 116
01-20, 25, 19261153, 78, 357, 122
01-20, 25, 19263053, 77, 357, 120
01-20, 26, 19263022, 82, 371, 132
01-20, 26, 19264923, 82, 371, 128
01-20, 27, 19264890, 86, 386, 142
01-20, 27, 19266790, 87, 386, 138
01-20, 28, 19266746, 99, 408, 148
01-20, 28, 19268649, 97, 406, 146
01-20, 29, 19268604, 105, 434, 155
01-20, 29, 19270502, 102, 436, 155
01-20, 30, 19270454, 109, 466, 166
01-20, 30, 19272353, 108, 465, 166
01-20, 31, 19272308, 105, 492, 187
01-20, 31, 19274206, 105, 491, 187
02-19, 1, 19274152, 117, 517, 203
02-19, 1, 19271002, 117, 515, 202
02-19, 2, 19270944, 134, 536, 222
02-19, 2, 19267792, 134, 535, 222
02-19, 3, 19267738, 124, 580, 241
02-19, 3, 19264582, 122, 585, 241
02-19, 4, 19264512, 144, 616, 258
02-19, 4, 19261357, 146, 617, 257
02-19, 5, 19261297, 150, 656, 274
02-19, 5, 19258145, 150, 655, 274
02-19, 6, 19258072, 164, 694, 294
02-19, 6, 19254925, 163, 690, 293
02-19, 7, 19254860, 170, 721, 320
02-19, 7, 19251703, 173, 722, 320
02-19, 8, 19251629, 187, 753, 349
02-19, 8, 19248475, 187, 754, 349
02-19, 9, 19248407, 182, 807, 369
02-19, 9, 19245249, 184, 809, 370
02-19, 10, 19245159, 197, 857, 399
02-19, 10, 19242007, 198, 856, 398
02-19, 11, 19241918, 214, 896, 431
02-19, 11, 19238760, 214, 900, 432
02-19, 12, 19238685, 205, 950, 466
02-19, 12, 19235527, 206, 952, 468
02-19, 13, 19235433, 221, 997, 502
02-19, 13, 19232277, 220, 999, 504
02-19, 14, 19232182, 230, 1051, 537
02-19, 14, 19229030, 230, 1049, 538
02-19, 15, 19228917, 264, 1098, 568
02-19, 15, 19225751, 269, 1104, 570
02-19, 16, 19225644, 263, 1180, 607
02-19, 16, 19222485, 265, 1179, 612
02-19, 17, 19222376, 278, 1227, 660
02-19, 17, 19219218, 278, 1230, 662
02-19, 18, 19219096, 297, 1294, 701
02-19, 18, 19215945, 297, 1292, 701
02-19, 19, 19215804, 329, 1368, 734
02-19, 19, 19212649, 332, 1368, 733
02-19, 20, 19212536, 325, 1441, 780
02-19, 20, 19209382, 322, 1444, 781
02-19, 21, 19209245, 336, 1518, 830
02-19, 21, 19206087, 338, 1518, 833
02-19, 22, 19205921, 361, 1607, 887
02-19, 22, 19202767, 361, 1607, 888
02-19, 23, 19202592, 388, 1693, 950
