Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218059, 20, 0, 0
01-20, 2, 19219956, 20, 0, 0
01-20, 3, 19219938, 28, 10, 0
01-20, 3, 19221835, 28, 10, 0
01-20, 4, 19221814, 34, 25, 0
01-20, 4, 19223711, 34, 25, 0
01-20, 5, 19223681, 52, 35, 2
01-20, 5, 19225578, 52, 35, 2
01-20, 6, 19225560, 49, 54, 4
01-20, 6, 19227457, 49, 54, 4
01-20, 7, 19227441, 51, 67, 5
01-20, 7, 19229337, 52, 67, 5
01-20, 8, 19229322, 48, 86, 5
01-20, 8, 19231219, 47, 87, 5
01-20, 9, 19231202, 47, 99, 10
01-20, 9, 19233100, 46, 99, 10
01-20, 10, 19233080, 54, 106, 15
01-20, 10, 19234977, 54, 106, 15
01-20, 11, 19234955, 57, 120, 20
01-20, 11, 19236852, 57, 120, 20
01-20, 12, 19236831, 52, 140, 26
01-20, 12, 19238728, 51, 140, 27
01-20, 13, 19238705, 54, 155, 32
01-20, 13, 19240601, 54, 156, 32
01-20, 14, 19240584, 47, 174, 38
01-20, 14, 19242480, 47, 174, 39
01-20, 15, 19242458, 55, 182, 45
01-20, 15, 19244356, 54, 182, 45
01-20, 16, 19244336, 52, 200, 49
01-20, 16, 19246235, 50, 200, 49
01-20, 17, 19246214, 56, 206, 58
01-20, 17, 19248109, 56, 207, 59
01-20, 18, 19248092, 53, 218, 68
01-20, 18, 19249991, 52, 218, 67
01-20, 19, 19249970, 50, 234, 74
01-20, 19, 19251868, 51, 234, 72
01-20, 20, 19251847, 51, 249, 78
01-20, 20, 19253744, 49, 250, 79
01-20, 21, 19253720, 58, 257, 87
01-20, 21, 19255618, 57, 258, 86
01-20, 22, 19255593, 54, 275, 97
01-20, 22, 19257493, 51, 276, 96
01-20, 23, 19257471, 51, 292, 102
01-20, 23, 19259367, 52, 293, 101
01-20, 24, 19259333, 62, 309, 109
01-20, 24, 19261223, 63, 312, 112
01-20, 25, 19261184, 72, 330, 124
01-20, 25, 19263078, 72, 333, 124
01-20, 26, 19263045, 80, 345, 137
01-20, 26, 19264941, 78, 348, 137
01-20, 27, 19264914, 69, 367, 154
01-20, 27, 19266815, 68, 365, 153
01-20, 28, 19266777, 72, 386, 166
01-20, 28, 19268677, 70, 386, 165
01-20, 29, 19268635, 80, 406, 177
01-20, 29, 19270529, 81, 408, 177
01-20, 30, 19270496, 88, 424, 187
01-20, 30, 19272396, 88, 421, 187
01-20, 31, 19272360, 87, 441, 204
01-20, 31, 19274252, 89, 444, 204
02-19, 1, 19274208, 100, 463, 218
02-19, 1, 19271057, 98, 462, 219
02-19, 2, 19271008, 104, 484, 240
02-19, 2, 19267850, 107, 485, 241
02-19, 3, 19267799, 118, 507, 259
02-19, 3, 19264640, 119, 513, 258
02-19, 4, 19264577, 133, 545, 275
02-19, 4, 19261422, 134, 547, 274
02-19, 5, 19261363, 141, 580, 293
02-19, 5, 19258215, 140, 581, 288
02-19, 6, 19258152, 152, 608, 312
02-19, 6, 19254995, 153, 614, 309
02-19, 7, 19254943, 146, 655, 327
02-19, 7, 19251784, 147, 659, 328
02-19, 8, 19251715, 159, 672, 372
02-19, 8, 19248568, 157, 671, 369
02-19, 9, 19248503, 159, 708, 395
02-19, 9, 19245346, 162, 712, 392
02-19, 10, 19245278, 166, 746, 422
02-19, 10, 19242128, 168, 747, 416
02-19, 11, 19242056, 168, 789, 446
02-19, 11, 19238906, 171, 787, 442
02-19, 12, 19238824, 182, 836, 464
02-19, 12, 19235669, 182, 836, 466
02-19, 13, 19235572, 196, 888, 497
02-19, 13, 19232407, 200, 893, 500
02-19, 14, 19232304, 222, 942, 532
02-19, 14, 19229146, 224, 942, 535
02-19, 15, 19229056, 223, 1005, 563
02-19, 15, 19225894, 224, 1011, 565
02-19, 16, 19225797, 219, 1087, 591
02-19, 16, 19222637, 222, 1091, 591
02-19, 17, 19222532, 254, 1128, 627
02-19, 17, 19219386, 255, 1126, 621
02-19, 18, 19219266, 271, 1189, 662
02-19, 18, 19216101, 276, 1197, 661
02-19, 19, 19215991, 280, 1264, 700
02-19, 19, 19212827, 283, 1268, 704
02-19, 20, 19212699, 302, 1337, 744
02-19, 20, 19209548, 300, 1338, 743
02-19, 21, 19209410, 311, 1416, 792
02-19, 21, 19206258, 313, 1418, 787
02-19, 22, 19206100, 349, 1491, 836
02-19, 22, 19202952, 351, 1487, 833
02-19, 23, 19202808, 359, 1571, 885
