Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218065, 14, 0, 0
01-20, 2, 19219962, 14, 0, 0
01-20, 3, 19219949, 22, 5, 0
01-20, 3, 19221846, 22, 5, 0
01-20, 4, 19221829, 32, 12, 0
01-20, 4, 19223726, 32, 12, 0
01-20, 5, 19223716, 27, 27, 0
01-20, 5, 19225613, 27, 27, 0
01-20, 6, 19225592, 38, 37, 0
01-20, 6, 19227489, 38, 37, 0
01-20, 7, 19227467, 46, 51, 0
01-20, 7, 19229363, 46, 52, 0
01-20, 8, 19229340, 58, 61, 2
01-20, 8, 19231237, 58, 61, 2
01-20, 9, 19231213, 62, 79, 4
01-20, 9, 19233112, 60, 79, 4
01-20, 10, 19233094, 55, 101, 5
01-20, 10, 19234991, 55, 101, 5
01-20, 11, 19234975, 57, 113, 7
01-20, 11, 19236872, 57, 113, 7
01-20, 12, 19236854, 50, 135, 10
01-20, 12, 19238751, 50, 135, 10
01-20, 13, 19238730, 53, 149, 14
01-20, 13, 19240627, 52, 150, 14
01-20, 14, 19240614, 46, 166, 17
01-20, 14, 19242511, 46, 166, 17
01-20, 15, 19242490, 52, 175, 23
01-20, 15, 19244387, 52, 175, 23
01-20, 16, 19244367, 54, 186, 30
01-20, 16, 19246263, 54, 187, 30
01-20, 17, 19246240, 63, 193, 38
01-20, 17, 19248137, 62, 194, 38
01-20, 18, 19248120, 52, 214, 45
01-20, 18, 19250014, 52, 216, 46
01-20, 19, 19249991, 56, 230, 51
01-20, 19, 19251885, 57, 230, 53
01-20, 20, 19251858, 59, 246, 62
01-20, 20, 19253752, 59, 248, 63
01-20, 21, 19253721, 70, 256, 75
01-20, 21, 19255616, 71, 255, 77
01-20, 22, 19255587, 66, 280, 86
01-20, 22, 19257482, 66, 281, 87
01-20, 23, 19257457, 70, 289, 100
01-20, 23, 19259351, 72, 290, 100
01-20, 24, 19259324, 72, 310, 107
01-20, 24, 19261219, 73, 311, 107
01-20, 25, 19261183, 85, 325, 117
01-20, 25, 19263076, 86, 327, 118
01-20, 26, 19263045, 85, 352, 125
01-20, 26, 19264939, 87, 351, 127
01-20, 27, 19264898, 100, 367, 139
01-20, 27, 19266787, 102, 369, 143
01-20, 28, 19266749, 100, 393, 159
01-20, 28, 19268640, 100, 395, 163
01-20, 29, 19268612, 85, 425, 176
01-20, 29, 19270504, 85, 428, 178
01-20, 30, 19270475, 78, 450, 192
01-20, 30, 19272367, 79, 451, 195
01-20, 31, 19272315, 100, 468, 209
01-20, 31, 19274214, 99, 465, 211
02-19, 1, 19274174, 103, 484, 228
02-19, 1, 19271020, 102, 484, 230
02-19, 2, 19270976, 116, 491, 253
02-19, 2, 19267824, 116, 491, 252
02-19, 3, 19267782, 107, 533, 261
02-19, 3, 19264626, 107, 535, 262
02-19, 4, 19264574, 113, 569, 274
02-19, 4, 19261423, 114, 568, 272
02-19, 5, 19261372, 123, 594, 288
02-19, 5, 19258220, 123, 594, 287
02-19, 6, 19258165, 129, 623, 307
02-19, 6, 19255007, 129, 628, 307
02-19, 7, 19254939, 149, 653, 330
02-19, 7, 19251787, 148, 653, 330
02-19, 8, 19251725, 155, 683, 355
02-19, 8, 19248576, 155, 682, 352
02-19, 9, 19248502, 162, 727, 374
02-19, 9, 19245351, 161, 727, 373
02-19, 10, 19245277, 166, 775, 394
02-19, 10, 19242127, 165, 776, 391
02-19, 11, 19242057, 175, 804, 423
02-19, 11, 19238900, 176, 806, 424
02-19, 12, 19238829, 181, 849, 447
02-19, 12, 19235674, 182, 847, 450
02-19, 13, 19235588, 188, 895, 482
02-19, 13, 19232437, 188, 894, 481
02-19, 14, 19232334, 210, 936, 520
02-19, 14, 19229178, 211, 942, 516
02-19, 15, 19229088, 209, 1006, 544
02-19, 15, 19225941, 209, 1005, 539
02-19, 16, 19225838, 235, 1055, 566
02-19, 16, 19222681, 236, 1054, 570
02-19, 17, 19222567, 265, 1096, 613
02-19, 17, 19219416, 265, 1099, 608
02-19, 18, 19219306, 278, 1153, 651
02-19, 18, 19216149, 279, 1159, 648
02-19, 19, 19216028, 279, 1235, 693
02-19, 19, 19212874, 279, 1240, 689
02-19, 20, 19212768, 273, 1310, 731
02-19, 20, 19209615, 274, 1313, 727
02-19, 21, 19209493, 293, 1375, 768
02-19, 21, 19206341, 294, 1375, 766
02-19, 22, 19206193, 325, 1451, 807
02-19, 22, 19203035, 329, 1450, 809
02-19, 23, 19202890, 333, 1539, 861
