Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218060, 19, 0, 0
01-20, 2, 19219956, 20, 0, 0
01-20, 3, 19219944, 22, 10, 0
01-20, 3, 19221841, 22, 10, 0
01-20, 4, 19221814, 42, 17, 0
01-20, 4, 19223710, 43, 17, 0
01-20, 5, 19223695, 41, 33, 1
01-20, 5, 19225592, 41, 33, 1
01-20, 6, 19225574, 39, 53, 1
01-20, 6, 19227469, 40, 54, 1
01-20, 7, 19227451, 42, 66, 5
01-20, 7, 19229348, 42, 66, 5
01-20, 8, 19229327, 44, 82, 8
01-20, 8, 19231223, 44, 83, 8
01-20, 9, 19231207, 45, 93, 13
01-20, 9, 19233105, 44, 93, 13
01-20, 10, 19233096, 37, 106, 16
01-20, 10, 19234990, 38, 108, 16
01-20, 11, 19234971, 45, 118, 18
01-20, 11, 19236868, 45, 118, 18
01-20, 12, 19236840, 56, 130, 23
01-20, 12, 19238735, 58, 130, 23
01-20, 13, 19238720, 55, 145, 26
01-20, 13, 19240617, 55, 145, 26
01-20, 14, 19240593, 60, 157, 33
01-20, 14, 19242489, 61, 157, 33
01-20, 15, 19242467, 52, 182, 39
01-20, 15, 19244362, 52, 183, 40
01-20, 16, 19244342, 50, 200, 45
01-20, 16, 19246238, 51, 200, 45
01-20, 17, 19246219, 44, 214, 57
01-20, 17, 19248115, 45, 214, 57
01-20, 18, 19248090, 49, 229, 63
01-20, 18, 19249989, 49, 227, 63
01-20, 19, 19249966, 46, 247, 69
01-20, 19, 19251859, 47, 252, 67
01-20, 20, 19251833, 55, 265, 72
01-20, 20, 19253723, 57, 269, 73
01-20, 21, 19253695, 64, 274, 89
01-20, 21, 19255589, 64, 276, 90
01-20, 22, 19255558, 67, 293, 101
01-20, 22, 19257454, 67, 294, 101
01-20, 23, 19257432, 67, 303, 114
01-20, 23, 19259328, 67, 303, 115
01-20, 24, 19259302, 62, 322, 127
01-20, 24, 19261195, 62, 325, 128
01-20, 25, 19261167, 68, 333, 142
01-20, 25, 19263064, 67, 333, 143
01-20, 26, 19263032, 70, 352, 153
01-20, 26, 19264930, 69, 355, 150
01-20, 27, 19264895, 76, 370, 163
01-20, 27, 19266792, 75, 371, 163
01-20, 28, 19266757, 74, 389, 181
01-20, 28, 19268654, 72, 391, 181
01-20, 29, 19268611, 79, 416, 192
01-20, 29, 19270505, 80, 418, 192
01-20, 30, 19270457, 92, 443, 203
01-20, 30, 19272349, 94, 446, 203
01-20, 31, 19272299, 115, 469, 209
01-20, 31, 19274188, 115, 475, 211
02-19, 1, 19274134, 127, 505, 223
02-19, 1, 19270979, 127, 504, 226
02-19, 2, 19270911, 144, 531, 250
02-19, 2, 19267753, 145, 535, 250
02-19, 3, 19267703, 141, 576, 263
02-19, 3, 19264548, 142, 577, 263
02-19, 4, 19264490, 137, 626, 277
02-19, 4, 19261334, 141, 627, 275
02-19, 5, 19261275, 139, 669, 294
02-19, 5, 19258122, 140, 667, 295
02-19, 6, 19258056, 145, 703, 320
02-19, 6, 19254904, 146, 702, 319
02-19, 7, 19254829, 168, 741, 333
02-19, 7, 19251676, 169, 739, 334
02-19, 8, 19251614, 173, 765, 366
02-19, 8, 19248461, 173, 763, 368
02-19, 9, 19248386, 183, 807, 389
02-19, 9, 19245237, 184, 802, 389
02-19, 10, 19245174, 174, 847, 417
02-19, 10, 19242017, 178, 850, 414
02-19, 11, 19241926, 205, 886, 442
02-19, 11, 19238766, 207, 891, 442
02-19, 12, 19238670, 225, 936, 475
02-19, 12, 19235518, 225, 936, 474
02-19, 13, 19235419, 237, 985, 512
02-19, 13, 19232272, 237, 975, 516
02-19, 14, 19232186, 236, 1026, 552
02-19, 14, 19229025, 239, 1028, 555
02-19, 15, 19228917, 263, 1071, 596
02-19, 15, 19225770, 264, 1061, 599
02-19, 16, 19225675, 251, 1127, 641
02-19, 16, 19222513, 255, 1130, 643
02-19, 17, 19222406, 271, 1182, 682
02-19, 17, 19219261, 273, 1176, 678
02-19, 18, 19219150, 276, 1235, 727
02-19, 18, 19216013, 277, 1223, 722
02-19, 19, 19215895, 289, 1280, 771
02-19, 19, 19212740, 285, 1282, 775
02-19, 20, 19212613, 300, 1350, 819
02-19, 20, 19209449, 302, 1353, 825
02-19, 21, 19209297, 346, 1406, 880
02-19, 21, 19206132, 351, 1406, 887
02-19, 22, 19205989, 359, 1501, 927
02-19, 22, 19202822, 363, 1502, 936
02-19, 23, 19202653, 403, 1573, 994
