Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218064, 15, 0, 0
01-20, 2, 19219960, 16, 0, 0
01-20, 3, 19219938, 34, 4, 0
01-20, 3, 19221835, 34, 4, 0
01-20, 4, 19221825, 30, 18, 0
01-20, 4, 19223721, 30, 19, 0
01-20, 5, 19223702, 38, 30, 0
01-20, 5, 19225597, 39, 31, 0
01-20, 6, 19225582, 37, 46, 2
01-20, 6, 19227477, 38, 47, 2
01-20, 7, 19227454, 49, 57, 4
01-20, 7, 19229346, 51, 60, 4
01-20, 8, 19229328, 43, 82, 8
01-20, 8, 19231224, 43, 83, 8
01-20, 9, 19231201, 53, 94, 10
01-20, 9, 19233097, 50, 98, 10
01-20, 10, 19233080, 50, 109, 16
01-20, 10, 19234977, 50, 109, 16
01-20, 11, 19234956, 53, 121, 22
01-20, 11, 19236852, 52, 123, 22
01-20, 12, 19236834, 59, 130, 26
01-20, 12, 19238725, 59, 136, 26
01-20, 13, 19238696, 65, 155, 30
01-20, 13, 19240596, 62, 155, 30
01-20, 14, 19240577, 54, 180, 32
01-20, 14, 19242471, 56, 181, 32
01-20, 15, 19242447, 61, 191, 41
01-20, 15, 19244344, 62, 189, 42
01-20, 16, 19244326, 63, 201, 47
01-20, 16, 19246217, 65, 205, 47
01-20, 17, 19246192, 60, 230, 52
01-20, 17, 19248083, 65, 230, 53
01-20, 18, 19248065, 54, 249, 63
01-20, 18, 19249957, 54, 254, 63
01-20, 19, 19249923, 71, 261, 73
01-20, 19, 19251820, 72, 257, 76
01-20, 20, 19251789, 76, 266, 94
01-20, 20, 19253682, 78, 267, 95
01-20, 21, 19253653, 76, 291, 102
01-20, 21, 19255550, 77, 290, 102
01-20, 22, 19255520, 72, 315, 112
01-20, 22, 19257418, 72, 312, 114
01-20, 23, 19257394, 64, 332, 126
01-20, 23, 19259288, 66, 332, 127
01-20, 24, 19259246, 89, 342, 136
01-20, 24, 19261138, 94, 343, 135
01-20, 25, 19261098, 96, 371, 145
01-20, 25, 19262987, 98, 375, 147
01-20, 26, 19262946, 99, 399, 163
01-20, 26, 19264838, 103, 403, 160
01-20, 27, 19264800, 104, 425, 175
01-20, 27, 19266698, 105, 425, 173
01-20, 28, 19266671, 90, 455, 185
01-20, 28, 19268569, 95, 455, 179
01-20, 29, 19268536, 94, 473, 195
01-20, 29, 19270437, 94, 469, 195
01-20, 30, 19270392, 103, 497, 203
01-20, 30, 19272288, 107, 495, 202
01-20, 31, 19272245, 109, 520, 218
01-20, 31, 19274146, 110, 518, 215
02-19, 1, 19274087, 119, 552, 231
02-19, 1, 19270942, 119, 547, 228
02-19, 2, 19270895, 111, 588, 242
02-19, 2, 19267743, 112, 587, 241
02-19, 3, 19267689, 127, 600, 267
02-19, 3, 19264535, 128, 600, 267
02-19, 4, 19264483, 126, 635, 286
02-19, 4, 19261318, 128, 642, 289
02-19, 5, 19261253, 151, 662, 311
02-19, 5, 19258095, 153, 664, 312
02-19, 6, 19258025, 175, 694, 330
02-19, 6, 19254870, 177, 695, 329
02-19, 7, 19254804, 175, 735, 357
02-19, 7, 19251656, 176, 730, 356
02-19, 8, 19251588, 169, 782, 379
02-19, 8, 19248429, 172, 782, 382
02-19, 9, 19248353, 176, 827, 409
02-19, 9, 19245191, 182, 831, 408
02-19, 10, 19245101, 201, 858, 452
02-19, 10, 19241943, 208, 859, 449
02-19, 11, 19241844, 232, 898, 485
02-19, 11, 19238692, 232, 895, 487
02-19, 12, 19238597, 236, 951, 522
02-19, 12, 19235450, 240, 945, 518
02-19, 13, 19235342, 246, 1015, 550
02-19, 13, 19232195, 244, 1014, 547
02-19, 14, 19232097, 254, 1059, 590
02-19, 14, 19228947, 253, 1055, 592
02-19, 15, 19228833, 264, 1117, 633
02-19, 15, 19225684, 266, 1113, 631
02-19, 16, 19225582, 247, 1193, 672
02-19, 16, 19222419, 249, 1202, 671
02-19, 17, 19222285, 291, 1248, 717
02-19, 17, 19219131, 293, 1247, 717
02-19, 18, 19219012, 282, 1331, 763
02-19, 18, 19215848, 284, 1337, 766
02-19, 19, 19215731, 281, 1403, 820
02-19, 19, 19212581, 282, 1398, 821
02-19, 20, 19212445, 305, 1466, 866
02-19, 20, 19209276, 309, 1465, 879
02-19, 21, 19209107, 349, 1550, 923
02-19, 21, 19205956, 352, 1546, 922
02-19, 22, 19205803, 366, 1630, 977
02-19, 22, 19202656, 368, 1628, 971
