Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218063, 16, 0, 0
01-20, 2, 19219960, 16, 0, 0
01-20, 3, 19219935, 33, 8, 0
01-20, 3, 19221831, 34, 8, 0
01-20, 4, 19221815, 32, 26, 0
01-20, 4, 19223712, 31, 27, 0
01-20, 5, 19223694, 40, 36, 0
01-20, 5, 19225590, 40, 37, 0
01-20, 6, 19225576, 31, 59, 1
01-20, 6, 19227475, 31, 57, 1
01-20, 7, 19227455, 41, 67, 1
01-20, 7, 19229352, 41, 67, 1
01-20, 8, 19229329, 45, 83, 4
01-20, 8, 19231228, 46, 80, 4
01-20, 9, 19231208, 50, 93, 7
01-20, 9, 19233103, 53, 92, 7
01-20, 10, 19233086, 50, 109, 10
01-20, 10, 19234985, 50, 107, 10
01-20, 11, 19234961, 54, 125, 12
01-20, 11, 19236857, 56, 124, 12
01-20, 12, 19236843, 50, 140, 16
01-20, 12, 19238742, 50, 138, 16
01-20, 13, 19238720, 55, 151, 20
01-20, 13, 19240617, 56, 150, 20
01-20, 14, 19240599, 50, 169, 25
01-20, 14, 19242496, 51, 167, 26
01-20, 15, 19242473, 54, 177, 36
01-20, 15, 19244371, 54, 175, 37
01-20, 16, 19244349, 52, 194, 42
01-20, 16, 19246249, 52, 190, 43
01-20, 17, 19246227, 53, 204, 50
01-20, 17, 19248126, 54, 200, 51
01-20, 18, 19248114, 43, 211, 63
01-20, 18, 19250011, 44, 209, 64
01-20, 19, 19249986, 52, 223, 67
01-20, 19, 19251883, 53, 222, 67
01-20, 20, 19251858, 59, 234, 74
01-20, 20, 19253754, 59, 234, 75
01-20, 21, 19253733, 65, 238, 86
01-20, 21, 19255630, 65, 238, 86
01-20, 22, 19255613, 59, 256, 91
01-20, 22, 19257508, 62, 255, 91
01-20, 23, 19257476, 69, 273, 98
01-20, 23, 19259374, 71, 271, 97
01-20, 24, 19259347, 72, 289, 105
01-20, 24, 19261242, 73, 289, 106
01-20, 25, 19261214, 77, 304, 115
01-20, 25, 19263112, 77, 302, 116
01-20, 26, 19263079, 79, 322, 127
01-20, 26, 19264980, 79, 320, 125
01-20, 27, 19264934, 102, 335, 133
01-20, 27, 19266832, 102, 334, 133
01-20, 28, 19266804, 90, 360, 147
01-20, 28, 19268704, 88, 359, 147
01-20, 29, 19268669, 94, 377, 158
01-20, 29, 19270563, 98, 378, 156
01-20, 30, 19270528, 87, 405, 175
01-20, 30, 19272423, 88, 407, 174
01-20, 31, 19272380, 95, 430, 187
01-20, 31, 19274272, 95, 434, 188
02-19, 1, 19274231, 97, 457, 204
02-19, 1, 19271079, 97, 453, 207
02-19, 2, 19271027, 103, 481, 225
02-19, 2, 19267876, 105, 476, 226
02-19, 3, 19267834, 112, 501, 236
02-19, 3, 19264684, 112, 497, 237
02-19, 4, 19264631, 124, 517, 258
02-19, 4, 19261473, 124, 520, 260
02-19, 5, 19261420, 128, 551, 278
02-19, 5, 19258267, 130, 549, 278
02-19, 6, 19258209, 147, 572, 296
02-19, 6, 19255048, 149, 577, 297
02-19, 7, 19254999, 148, 609, 315
02-19, 7, 19251846, 148, 607, 317
02-19, 8, 19251790, 139, 653, 336
02-19, 8, 19248645, 139, 643, 338
02-19, 9, 19248580, 147, 682, 356
02-19, 9, 19245418, 149, 687, 358
02-19, 10, 19245353, 152, 728, 379
02-19, 10, 19242205, 153, 721, 380
02-19, 11, 19242133, 156, 758, 412
02-19, 11, 19238977, 158, 758, 413
02-19, 12, 19238903, 166, 806, 431
02-19, 12, 19235742, 166, 810, 435
02-19, 13, 19235673, 172, 842, 466
02-19, 13, 19232519, 172, 842, 467
02-19, 14, 19232433, 194, 867, 506
02-19, 14, 19229280, 194, 868, 505
02-19, 15, 19229186, 201, 921, 539
02-19, 15, 19226019, 206, 927, 542
02-19, 16, 19225927, 216, 968, 583
02-19, 16, 19222776, 218, 965, 582
02-19, 17, 19222674, 243, 999, 625
02-19, 17, 19219508, 248, 1002, 630
02-19, 18, 19219409, 249, 1060, 670
02-19, 18, 19216248, 250, 1066, 671
02-19, 19, 19216136, 251, 1133, 715
02-19, 19, 19212972, 256, 1137, 717
02-19, 20, 19212841, 291, 1189, 761
02-19, 20, 19209687, 295, 1186, 761
02-19, 21, 19209571, 308, 1260, 790
02-19, 21, 19206422, 311, 1254, 789
02-19, 22, 19206310, 309, 1334, 823
02-19, 22, 19203158, 310, 1334, 821
02-19, 23, 19203024, 321, 1409, 869
