Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218052, 27, 0, 0
01-20, 2, 19219949, 27, 0, 0
01-20, 3, 19219930, 32, 14, 0
01-20, 3, 19221828, 32, 13, 0
01-20, 4, 19221802, 46, 25, 0
01-20, 4, 19223700, 46, 24, 0
01-20, 5, 19223680, 42, 45, 3
01-20, 5, 19225578, 41, 45, 3
01-20, 6, 19225564, 36, 62, 5
01-20, 6, 19227461, 36, 62, 5
01-20, 7, 19227444, 36, 76, 8
01-20, 7, 19229340, 37, 76, 8
01-20, 8, 19229312, 49, 91, 9
01-20, 8, 19231208, 50, 91, 9
01-20, 9, 19231189, 51, 105, 13
01-20, 9, 19233085, 52, 105, 13
01-20, 10, 19233062, 51, 125, 17
01-20, 10, 19234959, 51, 125, 17
01-20, 11, 19234939, 53, 136, 24
01-20, 11, 19236836, 53, 136, 24
01-20, 12, 19236822, 46, 155, 26
01-20, 12, 19238720, 45, 155, 26
01-20, 13, 19238699, 48, 168, 31
01-20, 13, 19240598, 48, 166, 31
01-20, 14, 19240587, 45, 176, 35
01-20, 14, 19242482, 45, 178, 35
01-20, 15, 19242459, 50, 189, 42
01-20, 15, 19244357, 50, 189, 41
01-20, 16, 19244333, 55, 203, 46
01-20, 16, 19246226, 56, 206, 46
01-20, 17, 19246209, 51, 224, 50
01-20, 17, 19248108, 49, 224, 50
01-20, 18, 19248091, 49, 236, 55
01-20, 18, 19249988, 49, 236, 55
01-20, 19, 19249970, 53, 240, 65
01-20, 19, 19251870, 52, 238, 65
01-20, 20, 19251843, 60, 246, 76
01-20, 20, 19253746, 57, 244, 75
01-20, 21, 19253727, 51, 258, 86
01-20, 21, 19255624, 52, 257, 86
01-20, 22, 19255590, 64, 274, 91
01-20, 22, 19257487, 64, 274, 91
01-20, 23, 19257457, 68, 296, 95
01-20, 23, 19259352, 67, 298, 96
01-20, 24, 19259325, 66, 312, 110
01-20, 24, 19261224, 64, 312, 110
01-20, 25, 19261203, 61, 326, 120
01-20, 25, 19263101, 62, 324, 120
01-20, 26, 19263066, 78, 329, 134
01-20, 26, 19264959, 81, 330, 134
01-20, 27, 19264935, 75, 353, 141
01-20, 27, 19266836, 73, 352, 140
01-20, 28, 19266809, 73, 369, 150
01-20, 28, 19268702, 75, 373, 148
01-20, 29, 19268668, 75, 393, 162
01-20, 29, 19270570, 71, 394, 160
01-20, 30, 19270525, 85, 411, 174
01-20, 30, 19272417, 87, 412, 176
01-20, 31, 19272370, 96, 438, 188
01-20, 31, 19274266, 97, 438, 188
02-19, 1, 19274228, 94, 461, 206
02-19, 1, 19271075, 91, 464, 206
02-19, 2, 19271036, 89, 490, 221
02-19, 2, 19267882, 86, 493, 222
02-19, 3, 19267835, 105, 502, 241
02-19, 3, 19264675, 105, 504, 246
02-19, 4, 19264620, 113, 532, 265
02-19, 4, 19261469, 110, 533, 265
02-19, 5, 19261417, 118, 565, 277
02-19, 5, 19258267, 116, 563, 278
02-19, 6, 19258213, 121, 595, 295
02-19, 6, 19255051, 122, 600, 298
02-19, 7, 19254992, 126, 627, 326
02-19, 7, 19251834, 125, 634, 325
02-19, 8, 19251760, 139, 672, 347
02-19, 8, 19248602, 139, 678, 346
02-19, 9, 19248529, 161, 707, 368
02-19, 9, 19245381, 159, 709, 363
02-19, 10, 19245296, 184, 733, 399
02-19, 10, 19242146, 181, 735, 397
02-19, 11, 19242078, 176, 789, 416
02-19, 11, 19238930, 170, 792, 414
02-19, 12, 19238854, 173, 839, 440
02-19, 12, 19235698, 169, 843, 443
02-19, 13, 19235607, 182, 897, 467
02-19, 13, 19232452, 185, 897, 466
02-19, 14, 19232372, 193, 934, 501
02-19, 14, 19229217, 193, 936, 501
02-19, 15, 19229120, 214, 978, 535
02-19, 15, 19225967, 217, 977, 533
02-19, 16, 19225862, 238, 1025, 569
02-19, 16, 19222715, 235, 1024, 567
02-19, 17, 19222629, 221, 1077, 614
02-19, 17, 19219478, 224, 1081, 605
02-19, 18, 19219374, 230, 1145, 639
02-19, 18, 19216220, 230, 1144, 641
02-19, 19, 19216116, 254, 1183, 682
02-19, 19, 19212956, 256, 1182, 688
02-19, 20, 19212834, 288, 1226, 734
02-19, 20, 19209685, 285, 1222, 737
02-19, 21, 19209555, 304, 1292, 778
02-19, 21, 19206403, 301, 1295, 777
02-19, 22, 19206274, 311, 1364, 827
02-19, 22, 19203118, 309, 1371, 825
02-19, 23, 19202975, 327, 1462, 859
