Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218077, 2, 0, 0
01-20, 2, 19218054, 24, 1, 0
01-20, 2, 19219951, 24, 1, 0
01-20, 3, 19219937, 24, 15, 0
01-20, 3, 19221834, 24, 15, 0
01-20, 4, 19221815, 38, 19, 1
01-20, 4, 19223711, 39, 19, 1
01-20, 5, 19223687, 48, 34, 1
01-20, 5, 19225584, 48, 34, 1
01-20, 6, 19225566, 46, 53, 2
01-20, 6, 19227463, 47, 52, 2
01-20, 7, 19227441, 51, 68, 4
01-20, 7, 19229339, 52, 66, 4
01-20, 8, 19229326, 46, 84, 5
01-20, 8, 19231228, 45, 80, 5
01-20, 9, 19231199, 59, 91, 9
01-20, 9, 19233098, 59, 89, 9
01-20, 10, 19233076, 58, 110, 11
01-20, 10, 19234971, 56, 114, 11
01-20, 11, 19234955, 53, 130, 14
01-20, 11, 19236852, 50, 133, 14
01-20, 12, 19236828, 56, 147, 18
01-20, 12, 19238724, 56, 147, 19
01-20, 13, 19238704, 48, 168, 26
01-20, 13, 19240600, 50, 166, 27
01-20, 14, 19240581, 52, 175, 35
01-20, 14, 19242474, 54, 177, 35
01-20, 15, 19242462, 41, 195, 42
01-20, 15, 19244349, 43, 202, 43
01-20, 16, 19244328, 48, 207, 54
01-20, 16, 19246229, 47, 204, 54
01-20, 17, 19246217, 40, 209, 68
01-20, 17, 19248108, 42, 214, 67
01-20, 18, 19248086, 48, 226, 71
01-20, 18, 19249981, 49, 227, 71
01-20, 19, 19249957, 57, 231, 83
01-20, 19, 19251853, 58, 232, 82
01-20, 20, 19251826, 61, 251, 87
01-20, 20, 19253717, 64, 254, 87
01-20, 21, 19253690, 64, 272, 96
01-20, 21, 19255586, 65, 274, 94
01-20, 22, 19255555, 66, 295, 103
01-20, 22, 19257444, 69, 299, 104
01-20, 23, 19257408, 82, 314, 112
01-20, 23, 19259294, 84, 321, 114
01-20, 24, 19259259, 90, 338, 126
01-20, 24, 19261153, 89, 342, 126
01-20, 25, 19261107, 96, 369, 138
01-20, 25, 19262998, 96, 373, 140
01-20, 26, 19262966, 84, 397, 160
01-20, 26, 19264862, 84, 400, 158
01-20, 27, 19264821, 95, 415, 173
01-20, 27, 19266708, 97, 421, 175
01-20, 28, 19266676, 91, 451, 183
01-20, 28, 19268571, 91, 453, 183
01-20, 29, 19268529, 104, 463, 202
01-20, 29, 19270418, 107, 464, 206
01-20, 30, 19270370, 119, 483, 223
01-20, 30, 19272258, 120, 489, 225
01-20, 31, 19272192, 132, 535, 233
01-20, 31, 19274078, 134, 539, 238
02-19, 1, 19274027, 128, 576, 258
02-19, 1, 19270875, 128, 576, 257
02-19, 2, 19270820, 116, 623, 277
02-19, 2, 19267665, 118, 621, 279
02-19, 3, 19267610, 120, 652, 301
02-19, 3, 19264455, 119, 657, 299
02-19, 4, 19264393, 132, 685, 320
02-19, 4, 19261234, 131, 690, 322
02-19, 5, 19261149, 172, 710, 346
02-19, 5, 19257994, 173, 708, 349
02-19, 6, 19257919, 179, 758, 368
02-19, 6, 19254775, 179, 755, 362
02-19, 7, 19254693, 191, 797, 390
02-19, 7, 19251538, 194, 797, 389
02-19, 8, 19251460, 203, 831, 424
02-19, 8, 19248310, 202, 831, 422
02-19, 9, 19248222, 209, 873, 461
02-19, 9, 19245071, 210, 870, 461
02-19, 10, 19244981, 217, 921, 493
02-19, 10, 19241822, 219, 923, 495
02-19, 11, 19241731, 225, 970, 533
02-19, 11, 19238578, 225, 975, 528
02-19, 12, 19238476, 238, 1035, 557
02-19, 12, 19235328, 236, 1033, 556
02-19, 13, 19235231, 224, 1115, 583
02-19, 13, 19232085, 220, 1112, 583
02-19, 14, 19231963, 246, 1178, 613
02-19, 14, 19228806, 248, 1177, 616
02-19, 15, 19228681, 263, 1246, 657
02-19, 15, 19225524, 267, 1244, 659
02-19, 16, 19225404, 279, 1313, 698
02-19, 16, 19222250, 280, 1317, 694
02-19, 17, 19222107, 311, 1392, 731
02-19, 17, 19218956, 313, 1390, 729
02-19, 18, 19218811, 336, 1465, 776
02-19, 18, 19215660, 335, 1462, 778
02-19, 19, 19215502, 363, 1545, 825
02-19, 19, 19212335, 364, 1552, 831
02-19, 20, 19212185, 366, 1645, 886
02-19, 20, 19209028, 367, 1650, 884
02-19, 21, 19208857, 389, 1751, 932
02-19, 21, 19205700, 391, 1755, 930
02-19, 22, 19205535, 391, 1865, 985
02-19, 22, 19202384, 389, 1865, 985
