Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218059, 20, 0, 0
01-20, 2, 19219956, 20, 0, 0
01-20, 3, 19219941, 27, 8, 0
01-20, 3, 19221838, 27, 8, 0
01-20, 4, 19221815, 41, 17, 0
01-20, 4, 19223712, 41, 17, 0
01-20, 5, 19223697, 37, 35, 1
01-20, 5, 19225596, 35, 35, 1
01-20, 6, 19225580, 39, 47, 1
01-20, 6, 19227478, 39, 46, 1
01-20, 7, 19227457, 43, 62, 2
01-20, 7, 19229356, 43, 60, 2
01-20, 8, 19229333, 50, 74, 4
01-20, 8, 19231226, 52, 76, 4
01-20, 9, 19231212, 46, 94, 6
01-20, 9, 19233108, 46, 95, 6
01-20, 10, 19233090, 45, 111, 9
01-20, 10, 19234987, 45, 111, 9
01-20, 11, 19234970, 44, 125, 13
01-20, 11, 19236867, 43, 126, 13
01-20, 12, 19236849, 43, 140, 17
01-20, 12, 19238745, 45, 139, 17
01-20, 13, 19238725, 51, 146, 24
01-20, 13, 19240623, 48, 148, 24
01-20, 14, 19240606, 45, 161, 31
01-20, 14, 19242500, 46, 163, 31
01-20, 15, 19242478, 48, 180, 34
01-20, 15, 19244373, 49, 180, 35
01-20, 16, 19244352, 51, 197, 37
01-20, 16, 19246252, 49, 196, 37
01-20, 17, 19246229, 45, 218, 42
01-20, 17, 19248127, 44, 218, 42
01-20, 18, 19248102, 48, 231, 50
01-20, 18, 19250005, 46, 227, 50
01-20, 19, 19249986, 44, 241, 57
01-20, 19, 19251883, 45, 240, 57
01-20, 20, 19251861, 56, 245, 63
01-20, 20, 19253760, 54, 245, 63
01-20, 21, 19253738, 58, 252, 74
01-20, 21, 19255640, 55, 250, 74
01-20, 22, 19255612, 70, 254, 83
01-20, 22, 19257507, 73, 253, 83
01-20, 23, 19257482, 71, 271, 92
01-20, 23, 19259388, 67, 266, 92
01-20, 24, 19259354, 70, 293, 96
01-20, 24, 19261253, 73, 288, 96
01-20, 25, 19261223, 77, 305, 105
01-20, 25, 19263123, 77, 302, 105
01-20, 26, 19263085, 89, 318, 115
01-20, 26, 19264983, 90, 316, 115
01-20, 27, 19264948, 94, 341, 121
01-20, 27, 19266847, 95, 338, 121
01-20, 28, 19266800, 108, 362, 131
01-20, 28, 19268693, 112, 361, 132
01-20, 29, 19268654, 105, 394, 145
01-20, 29, 19270554, 105, 392, 144
01-20, 30, 19270501, 116, 419, 159
01-20, 30, 19272400, 114, 418, 160
01-20, 31, 19272348, 116, 453, 175
01-20, 31, 19274244, 118, 451, 176
02-19, 1, 19274194, 120, 476, 199
02-19, 1, 19271034, 123, 480, 199
02-19, 2, 19270995, 115, 507, 219
02-19, 2, 19267836, 117, 511, 219
02-19, 3, 19267775, 137, 537, 234
02-19, 3, 19264623, 136, 536, 235
02-19, 4, 19264573, 118, 583, 256
02-19, 4, 19261415, 120, 584, 258
02-19, 5, 19261349, 141, 610, 277
02-19, 5, 19258194, 142, 613, 275
02-19, 6, 19258134, 150, 650, 290
02-19, 6, 19254970, 154, 657, 290
02-19, 7, 19254896, 172, 687, 316
02-19, 7, 19251744, 170, 688, 316
02-19, 8, 19251677, 177, 725, 339
02-19, 8, 19248515, 178, 733, 339
02-19, 9, 19248434, 189, 786, 356
02-19, 9, 19245283, 185, 788, 356
02-19, 10, 19245204, 192, 830, 386
02-19, 10, 19242038, 191, 840, 390
02-19, 11, 19241950, 214, 872, 423
02-19, 11, 19238796, 209, 876, 425
02-19, 12, 19238714, 208, 932, 452
02-19, 12, 19235567, 207, 926, 453
02-19, 13, 19235482, 227, 960, 484
02-19, 13, 19232327, 226, 959, 488
02-19, 14, 19232238, 225, 1007, 530
02-19, 14, 19229086, 224, 1007, 530
02-19, 15, 19228986, 226, 1068, 567
02-19, 15, 19225827, 232, 1070, 565
02-19, 16, 19225737, 247, 1102, 608
02-19, 16, 19222580, 248, 1107, 606
02-19, 17, 19222475, 264, 1157, 645
02-19, 17, 19219318, 264, 1164, 642
02-19, 18, 19219196, 292, 1228, 672
02-19, 18, 19216047, 290, 1232, 666
02-19, 19, 19215909, 320, 1295, 711
02-19, 19, 19212751, 323, 1299, 709
02-19, 20, 19212624, 324, 1382, 752
02-19, 20, 19209465, 322, 1390, 752
02-19, 21, 19209335, 317, 1485, 792
02-19, 21, 19206170, 320, 1489, 797
02-19, 22, 19206008, 346, 1574, 848
02-19, 22, 19202848, 343, 1580, 852
02-19, 23, 19202695, 366, 1657, 905
