Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218061, 18, 0, 0
01-20, 2, 19219957, 19, 0, 0
01-20, 3, 19219937, 32, 7, 0
01-20, 3, 19221834, 32, 7, 0
01-20, 4, 19221815, 37, 21, 0
01-20, 4, 19223712, 37, 21, 0
01-20, 5, 19223690, 47, 32, 1
01-20, 5, 19225586, 48, 32, 1
01-20, 6, 19225565, 52, 46, 4
01-20, 6, 19227461, 53, 46, 4
01-20, 7, 19227435, 61, 61, 7
01-20, 7, 19229330, 62, 62, 7
01-20, 8, 19229318, 51, 83, 9
01-20, 8, 19231215, 50, 84, 9
01-20, 9, 19231193, 49, 102, 14
01-20, 9, 19233090, 49, 102, 14
01-20, 10, 19233072, 52, 114, 17
01-20, 10, 19234970, 51, 114, 17
01-20, 11, 19234947, 48, 138, 19
01-20, 11, 19236845, 47, 138, 19
01-20, 12, 19236827, 46, 150, 26
01-20, 12, 19238726, 45, 149, 26
01-20, 13, 19238710, 41, 165, 30
01-20, 13, 19240606, 42, 165, 30
01-20, 14, 19240589, 47, 175, 32
01-20, 14, 19242486, 47, 175, 32
01-20, 15, 19242467, 48, 185, 40
01-20, 15, 19244359, 50, 188, 40
01-20, 16, 19244338, 45, 206, 48
01-20, 16, 19246233, 45, 208, 48
01-20, 17, 19246210, 52, 219, 53
01-20, 17, 19248104, 54, 220, 53
01-20, 18, 19248082, 58, 233, 58
01-20, 18, 19249976, 58, 236, 58
01-20, 19, 19249953, 63, 239, 73
01-20, 19, 19251849, 63, 240, 73
01-20, 20, 19251828, 63, 252, 82
01-20, 20, 19253721, 66, 253, 82
01-20, 21, 19253685, 82, 266, 89
01-20, 21, 19255581, 82, 267, 89
01-20, 22, 19255555, 72, 294, 98
01-20, 22, 19257450, 73, 295, 98
01-20, 23, 19257423, 71, 314, 108
01-20, 23, 19259316, 73, 316, 108
01-20, 24, 19259293, 62, 341, 117
01-20, 24, 19261190, 62, 341, 117
01-20, 25, 19261152, 72, 361, 125
01-20, 25, 19263048, 72, 361, 126
01-20, 26, 19263015, 76, 379, 137
01-20, 26, 19264908, 78, 381, 137
01-20, 27, 19264881, 81, 390, 152
01-20, 27, 19266777, 81, 391, 152
01-20, 28, 19266736, 95, 401, 169
01-20, 28, 19268632, 95, 404, 167
01-20, 29, 19268595, 96, 430, 177
01-20, 29, 19270488, 97, 432, 178
01-20, 30, 19270448, 96, 458, 193
01-20, 30, 19272348, 96, 455, 193
01-20, 31, 19272300, 109, 480, 203
01-20, 31, 19274196, 109, 481, 203
02-19, 1, 19274147, 109, 517, 216
02-19, 1, 19270997, 107, 516, 216
02-19, 2, 19270946, 110, 549, 231
02-19, 2, 19267794, 109, 546, 234
02-19, 3, 19267749, 109, 574, 251
02-19, 3, 19264599, 108, 572, 251
02-19, 4, 19264532, 133, 591, 274
02-19, 4, 19261381, 133, 589, 274
02-19, 5, 19261331, 127, 612, 307
02-19, 5, 19258182, 126, 609, 307
02-19, 6, 19258119, 139, 638, 328
02-19, 6, 19254972, 137, 634, 328
02-19, 7, 19254910, 145, 667, 349
02-19, 7, 19251758, 146, 665, 349
02-19, 8, 19251695, 151, 701, 371
02-19, 8, 19248541, 152, 700, 372
02-19, 9, 19248468, 160, 743, 394
02-19, 9, 19245321, 156, 740, 395
02-19, 10, 19245265, 138, 795, 414
02-19, 10, 19242110, 140, 795, 414
02-19, 11, 19242034, 165, 814, 446
02-19, 11, 19238879, 167, 813, 447
02-19, 12, 19238794, 181, 858, 473
02-19, 12, 19235635, 180, 865, 473
02-19, 13, 19235545, 207, 884, 517
02-19, 13, 19232399, 205, 880, 516
02-19, 14, 19232305, 226, 917, 552
02-19, 14, 19229151, 226, 919, 551
02-19, 15, 19229071, 218, 982, 576
02-19, 15, 19225914, 220, 984, 576
02-19, 16, 19225808, 245, 1026, 615
02-19, 16, 19222646, 248, 1033, 614
02-19, 17, 19222534, 268, 1092, 647
02-19, 17, 19219373, 267, 1098, 650
02-19, 18, 19219237, 289, 1170, 692
02-19, 18, 19216085, 292, 1166, 692
02-19, 19, 19215984, 280, 1227, 744
02-19, 19, 19212832, 278, 1231, 741
02-19, 20, 19212692, 311, 1300, 779
02-19, 20, 19209549, 312, 1293, 775
02-19, 21, 19209397, 336, 1375, 821
02-19, 21, 19206246, 333, 1376, 821
02-19, 22, 19206100, 362, 1440, 874
02-19, 22, 19202944, 362, 1448, 869
02-19, 23, 19202821, 331, 1549, 922
