Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218059, 20, 0, 0
01-20, 2, 19219954, 21, 1, 0
01-20, 3, 19219945, 20, 11, 0
01-20, 3, 19221842, 20, 11, 0
01-20, 4, 19221818, 40, 15, 0
01-20, 4, 19223714, 41, 15, 0
01-20, 5, 19223695, 45, 30, 0
01-20, 5, 19225591, 45, 31, 0
01-20, 6, 19225575, 46, 45, 1
01-20, 6, 19227468, 49, 46, 1
01-20, 7, 19227440, 54, 66, 4
01-20, 7, 19229335, 55, 67, 4
01-20, 8, 19229320, 53, 83, 5
01-20, 8, 19231217, 53, 83, 5
01-20, 9, 19231197, 48, 104, 9
01-20, 9, 19233095, 48, 103, 9
01-20, 10, 19233074, 48, 121, 12
01-20, 10, 19234969, 51, 120, 12
01-20, 11, 19234946, 58, 128, 20
01-20, 11, 19236835, 62, 132, 20
01-20, 12, 19236824, 46, 153, 26
01-20, 12, 19238719, 47, 153, 27
01-20, 13, 19238705, 44, 162, 35
01-20, 13, 19240602, 44, 161, 36
01-20, 14, 19240587, 44, 173, 39
01-20, 14, 19242482, 46, 173, 39
01-20, 15, 19242455, 59, 179, 47
01-20, 15, 19244349, 59, 181, 48
01-20, 16, 19244324, 62, 201, 50
01-20, 16, 19246222, 62, 199, 51
01-20, 17, 19246202, 52, 222, 58
01-20, 17, 19248099, 53, 220, 59
01-20, 18, 19248074, 58, 234, 65
01-20, 18, 19249966, 61, 236, 65
01-20, 19, 19249944, 55, 259, 70
01-20, 19, 19251843, 54, 258, 70
01-20, 20, 19251811, 66, 272, 76
01-20, 20, 19253708, 66, 272, 76
01-20, 21, 19253683, 68, 286, 85
01-20, 21, 19255576, 70, 287, 86
01-20, 22, 19255543, 85, 291, 100
01-20, 22, 19257437, 87, 292, 100
01-20, 23, 19257408, 83, 317, 108
01-20, 23, 19259305, 83, 317, 108
01-20, 24, 19259274, 85, 334, 120
01-20, 24, 19261170, 87, 333, 120
01-20, 25, 19261133, 94, 348, 135
01-20, 25, 19263025, 94, 353, 135
01-20, 26, 19262984, 103, 372, 148
01-20, 26, 19264876, 105, 375, 148
01-20, 27, 19264844, 88, 414, 158
01-20, 27, 19266738, 90, 415, 158
01-20, 28, 19266698, 89, 443, 171
01-20, 28, 19268591, 90, 445, 172
01-20, 29, 19268532, 112, 470, 184
01-20, 29, 19270425, 112, 473, 185
01-20, 30, 19270383, 110, 495, 207
01-20, 30, 19272281, 110, 494, 207
01-20, 31, 19272235, 114, 527, 216
01-20, 31, 19274135, 111, 528, 215
02-19, 1, 19274084, 106, 572, 227
02-19, 1, 19270927, 108, 573, 228
02-19, 2, 19270872, 125, 584, 255
02-19, 2, 19267720, 125, 582, 256
02-19, 3, 19267675, 121, 607, 280
02-19, 3, 19264521, 124, 604, 281
02-19, 4, 19264449, 146, 635, 300
02-19, 4, 19261294, 146, 636, 301
02-19, 5, 19261224, 156, 670, 327
02-19, 5, 19258071, 155, 671, 327
02-19, 6, 19257989, 184, 702, 349
02-19, 6, 19254838, 181, 703, 349
02-19, 7, 19254774, 181, 744, 372
02-19, 7, 19251615, 183, 747, 373
02-19, 8, 19251528, 192, 798, 400
02-19, 8, 19248372, 194, 797, 402
02-19, 9, 19248281, 220, 838, 426
02-19, 9, 19245126, 221, 838, 427
02-19, 10, 19245031, 225, 900, 456
02-19, 10, 19241874, 226, 902, 457
02-19, 11, 19241787, 224, 959, 489
02-19, 11, 19238630, 224, 960, 492
02-19, 12, 19238529, 256, 1003, 518
02-19, 12, 19235369, 258, 1007, 519
02-19, 13, 19235287, 245, 1070, 551
02-19, 13, 19232137, 245, 1067, 551
02-19, 14, 19232022, 265, 1130, 583
02-19, 14, 19228864, 267, 1131, 585
02-19, 15, 19228749, 270, 1199, 629
02-19, 15, 19225590, 272, 1200, 632
02-19, 16, 19225484, 258, 1280, 672
02-19, 16, 19222329, 259, 1278, 675
02-19, 17, 19222190, 288, 1353, 710
02-19, 17, 19219039, 287, 1348, 714
02-19, 18, 19218894, 313, 1436, 745
02-19, 18, 19215742, 311, 1438, 744
02-19, 19, 19215612, 322, 1512, 789
02-19, 19, 19212467, 318, 1511, 786
02-19, 20, 19212321, 335, 1566, 860
02-19, 20, 19209170, 335, 1561, 863
02-19, 21, 19209026, 341, 1648, 914
02-19, 21, 19205869, 341, 1649, 917
02-19, 22, 19205705, 369, 1725, 977
02-19, 22, 19202552, 369, 1724, 978
