Each row contains mmyy, dd, s (susceptible), e (exposed), i (infected), and r (removed) population for a particular metro area
New York-Newark-Jersey City NY-NJ-PA MSA
01-20, 1, 19216182, 0, 0, 0
01-20, 1, 19218079, 0, 0, 0
01-20, 2, 19218060, 19, 0, 0
01-20, 2, 19219957, 19, 0, 0
01-20, 3, 19219928, 41, 7, 0
01-20, 3, 19221823, 43, 7, 0
01-20, 4, 19221810, 39, 24, 0
01-20, 4, 19223707, 39, 24, 0
01-20, 5, 19223686, 43, 40, 1
01-20, 5, 19225583, 43, 40, 1
01-20, 6, 19225564, 46, 54, 3
01-20, 6, 19227461, 46, 54, 3
01-20, 7, 19227446, 42, 71, 5
01-20, 7, 19229343, 42, 71, 5
01-20, 8, 19229326, 48, 80, 7
01-20, 8, 19231223, 48, 80, 7
01-20, 9, 19231207, 49, 94, 8
01-20, 9, 19233104, 49, 94, 8
01-20, 10, 19233092, 43, 110, 10
01-20, 10, 19234989, 43, 110, 10
01-20, 11, 19234962, 52, 126, 12
01-20, 11, 19236859, 52, 126, 12
01-20, 12, 19236837, 49, 145, 18
01-20, 12, 19238734, 49, 145, 18
01-20, 13, 19238714, 51, 156, 25
01-20, 13, 19240611, 51, 156, 25
01-20, 14, 19240593, 46, 177, 27
01-20, 14, 19242490, 46, 177, 27
01-20, 15, 19242471, 43, 195, 31
01-20, 15, 19244368, 43, 195, 31
01-20, 16, 19244354, 38, 208, 37
01-20, 16, 19246251, 38, 208, 37
01-20, 17, 19246230, 42, 215, 47
01-20, 17, 19248127, 42, 215, 47
01-20, 18, 19248108, 49, 215, 59
01-20, 18, 19250004, 50, 215, 59
01-20, 19, 19249980, 53, 230, 65
01-20, 19, 19251877, 53, 230, 65
01-20, 20, 19251852, 60, 242, 71
01-20, 20, 19253750, 60, 241, 71
01-20, 21, 19253729, 55, 264, 74
01-20, 21, 19255627, 55, 263, 74
01-20, 22, 19255602, 57, 275, 85
01-20, 22, 19257501, 57, 274, 84
01-20, 23, 19257473, 66, 283, 94
01-20, 23, 19259372, 66, 282, 93
01-20, 24, 19259339, 69, 299, 106
01-20, 24, 19261237, 69, 298, 106
01-20, 25, 19261206, 73, 312, 119
01-20, 25, 19263105, 73, 311, 118
01-20, 26, 19263073, 74, 329, 131
01-20, 26, 19264971, 74, 329, 130
01-20, 27, 19264939, 76, 349, 140
01-20, 27, 19266835, 77, 349, 140
01-20, 28, 19266798, 87, 364, 152
01-20, 28, 19268694, 88, 363, 153
01-20, 29, 19268656, 95, 379, 168
01-20, 29, 19270553, 96, 379, 167
01-20, 30, 19270512, 102, 399, 182
01-20, 30, 19272406, 104, 399, 183
01-20, 31, 19272358, 111, 428, 195
01-20, 31, 19274252, 111, 428, 198
02-19, 1, 19274215, 103, 461, 210
02-19, 1, 19271061, 103, 461, 211
02-19, 2, 19271014, 107, 483, 232
02-19, 2, 19267862, 107, 483, 231
02-19, 3, 19267811, 120, 492, 260
02-19, 3, 19264656, 120, 494, 260
02-19, 4, 19264606, 133, 519, 272
02-19, 4, 19261451, 134, 519, 273
02-19, 5, 19261400, 140, 547, 290
02-19, 5, 19258249, 140, 545, 290
02-19, 6, 19258194, 148, 571, 311
02-19, 6, 19255036, 149, 574, 312
02-19, 7, 19254984, 133, 623, 331
02-19, 7, 19251825, 134, 626, 333
02-19, 8, 19251759, 150, 654, 355
02-19, 8, 19248602, 152, 655, 356
02-19, 9, 19248520, 174, 699, 372
02-19, 9, 19245368, 173, 702, 369
02-19, 10, 19245290, 184, 749, 389
02-19, 10, 19242131, 183, 755, 390
02-19, 11, 19242056, 179, 811, 413
02-19, 11, 19238904, 177, 813, 412
02-19, 12, 19238808, 209, 851, 438
02-19, 12, 19235658, 207, 850, 438
02-19, 13, 19235572, 209, 901, 471
02-19, 13, 19232422, 208, 900, 470
02-19, 14, 19232332, 208, 965, 495
02-19, 14, 19229178, 207, 967, 495
02-19, 15, 19229073, 240, 1006, 528
02-19, 15, 19225919, 240, 1008, 527
02-19, 16, 19225821, 241, 1078, 554
02-19, 16, 19222669, 242, 1077, 553
02-19, 17, 19222569, 237, 1150, 585
02-19, 17, 19219412, 238, 1151, 587
02-19, 18, 19219305, 237, 1224, 622
02-19, 18, 19216153, 238, 1221, 623
02-19, 19, 19216014, 284, 1266, 671
02-19, 19, 19212860, 286, 1267, 669
02-19, 20, 19212736, 277, 1353, 716
02-19, 20, 19209581, 277, 1355, 716
02-19, 21, 19209441, 307, 1428, 753
02-19, 21, 19206288, 306, 1431, 751
02-19, 22, 19206123, 361, 1490, 802
02-19, 22, 19202969, 360, 1492, 802
02-19, 23, 19202804, 383, 1580, 856
